Client,Supplier,SupplierAccountGroup,SupplierName,SupplierFullName,IsBusinessPurposeCompleted,CreatedByUser,CreationDate,IsOneTimeAccount,AuthorizationGroup,VatRegistration,AccountIsBlockedForPosting,TaxJurisdiction,SupplierCorporateGroup,Customer,Industry,TaxNumber1,TaxNumber2,TaxNumber3,TaxNumber4,TaxNumber5,TaxNumber6,PostingIsBlocked,PurchasingIsBlocked,InternationalAllocationNumber1,InternationalAllocationNumber2,InternationalAllocationNumber3,AddressId,Region,OrganizationBpName1,OrganizationBpName2,CityName,PostalCode,StreetName,Country,ConcatenatedInternationAllocNo,SupplierProcurementBlock,SuplrQualityManagementSystem,SupplierLanguage,PhoneNumber1,FaxNumber,IsNaturalPerson,VatLiability,ResponsibleType,TaxNumberType,BusinessType,BirthDate,SortField,PhoneNumber2,DeletionIndicator,TaxInvoiceRepresentativeName,IndustryType,TradingPartner,DataMediumExchangeIndicator,TrainStationName,AlternativePayeeIsAllowed,SupplierIsPlantRelevant,SupplierPlant,FactoryCalendar
700,0000559549,ZLIF,Familia Córdoba S.L. - Materiais,Familia Córdoba S.L. - Materiais,,E3B6SXE75G3Y,20220321,,,5OJIER040U85F8,,ES1454310971,,0010006957,9092,BK8PMGLMWD,,,,,,,,6068684,89068,8,0006612472,CAT,Familia Córdoba S.L. - Materiais,Maritime S.A.,Guadalajara,028433,Urbanización de Teófilo Solana 52 A,ES,6068684890688,01,6514,S,+44222728159,,,,,DE,,,FAMILIACÓR,,,,Comercio B2B,500137,,,,,P004,02
300,0000559580,ZE01,Burrows Ltd - Componentes,Burrows Ltd - Componentes,,07ZK7IYMS,20170124,,,,,GB2594536240,,0010093271,0214,GB539542328656,,,,,,,,8563906,95181,7,0008263554,MAN,Burrows Ltd - Componentes,Chemicals LLP,North Amberhaven,XT5077BH,622 Williams Crossroad,GB,8563906951817,01,9367,E,+42994673243,,,,,MX,,,BURROWSLTD,+26833021728,,,,,,,,,P001,02
600,0000559614,ZOTH,Courtois Marin et Fils - Logistica,Courtois Marin et Fils - Logistica,,96SP675WXNI,20211124,,,,,FR9136317309,,0010099695,7496,MDAS73Q21XN,,,,,,,,2717862,54298,3,0006058505,,Courtois Marin et Fils - Logistica,Distribution,Dufour,37086,"988, rue de Goncalves",FR,2717862542983,01,,F,+25974228716,,,,,,,,COURTOISMA,,,,,,,,,,P002,02
100,0000559656,ZLIF,Cervántez S. R.L. de C.V. - Materiais,Cervántez S. R.L. de C.V. - Materiais,,HEN1ITQQK7Z,20171121,,,,,MX0232754847,,0010020933,3577,BVL1US9HTOM561R,50867916346,,,,,,,7966251,23881,5,0009555356,NL,Cervántez S. R.L. de C.V. - Materia,Regional Hub,San Emilia los bajos,050987,Boulevard Jalisco 784 599,MX,7966251238815,01,0900,S,+89229742562,,,,,BR,,,CERVÁNTEZS,+66508987045,,,Importacao,,1,,,,P004,02
400,0000559722,ZE02,Manu Mas Quintana S.L. - Materiais,Manu Mas Quintana S.L. - Materiais,,4KLEAYQVR,20220929,,,,,ES2515660690,,0010013926,1118,GNF7WH4OE,,,,,,,,2438686,71491,8,0009423795,MAD,Manu Mas Quintana S.L. - Materiais,Metals S.L.,Ávila,48274,Pasadizo de Mamen Piquer 862 Puerta,ES,2438686714918,02,0426,S,+89836811853,,,,,MX,,,MANUMASQUI,,,,,,,,,,P003,02
600,0000559743,ZIMP,"Monte, Moschino e Trupiano e figli - Componentes","Monte, Moschino e Trupiano e figli - Componentes",,Y5OYPQ,20231005,,,K79YK8KW,,IT5869271620,,0010060378,4373,MMKGU19QY0KXSCTJ,,,,,,,,0543170,77358,1,0004667042,VEN,"Monte, Moschino e Trupiano e figli ",Maritime S.r.l.,Lavarone Cappella,46800,"Viale Surian, 78 Appartamento 77",IT,0543170773581,,4037,I,+70603158429,,,,,MX,,,MONTEMOSCH,+28128156835,,,Canal Digital,,,,,,P001,02
812,0000559756,ZLIF,Carre SARL - Materiais,Carre SARL - Materiais,,0Q31N4OS7,20160530,,,Q6TQD6FMC6STF392S8I,,,,0010039544,2583,2CFK0V4OG7PGT,,,QOISK109BQXHI1GHJC,,,,,3603038,27165,6,0006271920,IDF,Carre SARL - Materiais,Metals SA,Didier,86988,"53, rue Camille Ruiz",FR,3603038271656,02,7149,F,+34790180857,,,,,MX,,,CARRESARL,,,,,627774,,,,,P004,02
510,0000559966,ZIMP,Macedo Domingues S/A - Componentes,Macedo Domingues S/A - Componentes,,CKG7W1IA9L,20140515,,,,,PT1594720532,,0010069420,0940,H11QSVEN05,,,,,,,,5199054,37572,3,0009797746,XX,Macedo Domingues S/A - Componentes,Maritime S.A.,Trofa,21446,"Rua Mauro Melo, 8",PT,5199054375723,01,9120,P,+71164347528,,,,,GB,Distribuicao Atacadista,,MACEDODOMI,+40456623650,,,,,1,,,,P001,01
100,0000560185,ZE01,Infraestructuras Mayoral S.A. - Servicos Industriais,Infraestructuras Mayoral S.A. - Servicos Industriais,,70TXDETO4U,20120310,,,3CPLM7QN2,,ES6645738255,,0010010381,4046,75KCXGZ5H913,,,,,,,,9163433,48206,0,0008553382,CAT,Infraestructuras Mayoral S.A. - Ser,Maritime S.A.,Sevilla,015336,Pasadizo de Brígida Tejedor 72,ES,9163433482060,01,4284,S,+24828701688,,,,,MX,,,INFRAESTRU,,,,Distribuicao Regional,,,,,,P002,01
200,0000560277,ZE02,"Griffiths, Cooper and Walton - Servicos Industriais","Griffiths, Cooper and Walton - Servicos Industriais",,T1DAP,20170712,,,,,GB6967501208,,0010050274,6600,GB542156909080,,,,,,,,2558882,56375,8,0000180635,LDN,"Griffiths, Cooper and Walton - Serv",Pharma Ltd,Saratown,VC2865HM,40 Dorothy Skyway,GB,2558882563758,01,3796,E,+42791639176,,,,,MX,Industria Metalurgica,,GRIFFITHSC,,,,,,1,,,,P004,02
812,0000560288,ZLIF,Moraes - Logistica,Moraes - Logistica,,W42SXUQ,20230816,,,0W3SNJ,,,0000466300,0010006964,6746,56301928616746  ,07543150472,,,,,,,8747554,80725,5,0000042650,,Moraes - Logistica,Packaging EIRELI,Barros do Sul,35470465,"Favela Porto, 3",BR,8747554807255,,,P,+5566960409400,,,,,BR,,,MORAES,,,,,,1,,,,P003,02
600,0000560361,ZE01,Legrand - Componentes,Legrand - Componentes,,AWF3UYG9H,20250725,,,4KM5NRZTTA92KY32DDEX,,FR8578400477,,0010116501,5973,UG6OYDAAOVBQNON5,72455330894,,,,,,,2884527,28533,4,0006817167,,Legrand - Componentes,Logistics SA,Sanchez,35704,rue de Guillet,FR,2884527285334,01,5017,F,+24752832093,,,,,,,,LEGRAND,+73119158251,,,,,,,,X,P002,02
400,0000560433,ZOTH,Roncalli s.r.l. - Logistica,Roncalli s.r.l. - Logistica,,VOZCVNGB93,20190726,,,,,IT7457959533,,0010089521,1043,B5QU1RCG2U4I,,,,,,,,0958463,94716,8,0001864399,LMI,Roncalli s.r.l. - Logistica,Wholesale S.p.A.,Villa Santa Lucia Degli Abruzzi,42451,"Piazza Eva, 222",IT,0958463947168,01,0813,I,+41743405310,,,,,FR,,,RONCALLISR,,,,,,1,,,,P002,
200,0000560474,ZE02,Proyectos Sandoval-Escobedo - Logistica,Proyectos Sandoval-Escobedo - Logistica,,6XUQRQU73MH,20130619,,,,,MX2237425942,0000368660,0010055799,3145,V9JRL2C1H169,,,,,,,,9961971,85994,8,0008442488,,Proyectos Sandoval-Escobedo - Logis,Distribution,San Santiago de la Montaña,29131,Calzada Marroquín 696 Interior 495,MX,9961971859948,01,8014,S,+66940302713,,,,,,Varejo Especializado,,PROYECTOSS,+27308077352,,,,,,,,,P004,01
700,0000560500,ZSVC,Gorlitz OHG mbH - Materiais,Gorlitz OHG mbH - Materiais,,2YWBU9LBB0,20150510,,,DE299082727,,DE3219193069,,0010100505,1951,DE293031277,75161844322,GC3LGI7I0JJHZRYLQQ,,,,,,6143190,43898,9,0009440196,BW,Gorlitz OHG mbH - Materiais,Tech KG,Pritzwalk,93142,Lehmannplatz 75-49,DE,6143190438989,02,1079,D,+49535774858,,,,,FR,Logistica Integrada,,GORLITZOHG,,,,,,,,,,P004,01
400,0000560509,ZIMP,Maldonado Ltd - Servicos Industriais,Maldonado Ltd - Servicos Industriais,,UAHNP4KX,20160225,,,,,,,0010000316,3138,54-2578887,90484028317,,,,,,,8019145,84637,2,0008854209,,Maldonado Ltd - Servicos Industriai,Distribution,Lake Garychester,80036,02219 Li Landing Apt. 352,US,8019145846372,01,1579,E,+17613806555,,,,,MX,Varejo Especializado,,MALDONADOL,+17395123595,,Patricia C,,626304,,,,,P003,01
200,0000560531,ZSVC,Röhricht - Materiais,Röhricht - Materiais,,TNCNC,20130610,,,,,DE9193896235,,0010094604,6514,DE157921457,11360144795,,,,,,,9561058,17180,0,0001597724,BW,Röhricht - Materiais,Maritime SE,Querfurt,57663,Pärtzeltplatz 7/9,DE,9561058171800,01,9817,D,+49843949493,,,,,BR,Construção e Infraestrutura,,RÖHRICHT,+49859524582,,,,349042,,,,X,P003,02
100,0000560534,ZOTH,渡辺ガス合同会社 - Materiais,渡辺ガス合同会社 - Materiais,,QKN19QWP5,20120118,,,8KUK9XJOPZ,,,,0010041056,9214,KYPTYAZNYMG,04588624628,,,,,,,4473430,32460,5,0005875072,XX,渡辺ガス合同会社 - Materiais,Distribution,横浜市磯子区,29566,915 斉藤 Street,JP,4473430324605,01,9027,J,+50414348521,,,,,BR,,,渡辺ガス合同会社,,,,,,,,,,P002,01
600,0000560674,ZIMP,Scholl Lehmann Stiftung & Co. KG - Servicos Industriais,Scholl Lehmann Stiftung & Co. KG - Servicos Industriais,,RKBKEHYU,20180613,,,YJBATHS6RXJ5ZT466OZ,,,,0010023543,1206,DE974924473,,,,,,,,6585345,90914,5,0001643645,NW,Scholl Lehmann Stiftung & Co. KG - ,Trading AG,Kusel,92170,Killerplatz 75/26,DE,6585345909145,02,8519,D,+49645102043,,,,,GB,,,SCHOLLLEHM,+49864728583,,,Exportacao,,,,,X,P004,01
600,0000560708,ZSVC,"Sweeney, Smith and Simmons - Servicos Industriais","Sweeney, Smith and Simmons - Servicos Industriais",,OEJ1PZK9,20150813,,D8VA,,,US6587735647,,0010040890,6469,96-8498513,57882914850,760HAXBI9N1WXLOBC6,,,,,,8373412,00276,4,0009019278,WA,"Sweeney, Smith and Simmons - Servic",Packaging Corp.,Williamport,44886,608 Doyle Villages,US,8373412002764,01,0857,E,+12404888135,,,,,,Construção e Infraestrutura,,SWEENEYSMI,,,,,,1,,,,P003,02
700,0000560740,ZOTH,Mendoza Ltd - Logistica,Mendoza Ltd - Logistica,,9Z5I42MGN,20220711,,,,,CA1081383157,,0010056179,4466,GFSK6DCQDQQ7C,,,,,,,,8875717,39439,7,0006013038,ON,Mendoza Ltd - Logistica,Export,North Phillip,012216,632 Juan Extension Apt. 464,CA,8875717394397,01,6732,E,+19293242666,+19298123367,,X,,FR,,,MENDOZALTD,,,,,,,,X,,P004,01
600,0000560781,ZE02,Inmobiliaria Alvarado & Asociados S - Logistica,Inmobiliaria Alvarado & Asociados S - Logistica,,C9PW85P50LG,20251127,,,,,ES8039787636,,0010005741,7513,Y3V1ONE9PS1,,,,,,,,6926663,66995,3,0004604455,CAT,Inmobiliaria Alvarado & Asociados S,Maritime S.A.,Ceuta,095074,Ronda Florinda Osorio 50,ES,6926663669953,02,4985,S,+88862752930,,,,,MX,,,INMOBILIAR,,,,,,,,,,P004,01
600,0000561062,ZSVC,Williams-Smith - Servicos Industriais,Williams-Smith - Servicos Industriais,,D4T9G,20120320,,,,,US8865330055,,0010098643,8725,86-1671707,,,,,,,,6205405,15980,0,0009067226,TX,Williams-Smith - Servicos Industria,Metals LLC,Philipville,91574,968 Hamilton Drive Apt. 525,US,6205405159800,02,1242,E,+14332675581,+14337919489,,,,MX,,,WILLIAMSSM,+14936902205,,,,,,,,,P001,01
300,0000561068,ZE02,Reynolds LLC - Materiais,Reynolds LLC - Materiais,,T7N9JQQB,20171206,,,,,,,0010066756,8154,47-2037701,,,,,,,,1431377,82369,3,0000219201,CO,Reynolds LLC - Materiais,Import,Lisachester,44994,78538 Barrett Wall Suite 318,US,1431377823693,02,8753,E,+19884991473,,,,,,,,REYNOLDSLL,+18682223283,,,,,,,,,P001,01
812,0000561084,ZE01,Wilson LLC - Componentes,Wilson LLC - Componentes,,Q3C07G,20241120,,,NFXQHI1FU,,GB7946789985,,0010052234,3293,GB360085947146,70768167999,,,,,,,8238794,86659,6,0009874958,MAN,Wilson LLC - Componentes,Trading PLC,Port Natalieview,HO6876KE,22 Lane Summit,GB,8238794866596,02,3410,E,+54605943068,,,,,US,,,WILSONLLC,,,,Distribuicao Nacional,,,,,,P004,02
200,0000561091,ZE01,株式会社田中情報 - Materiais,株式会社田中情報 - Materiais,,8LU6YA,20231121,,,,,,0000831308,0010070883,6330,3QXQ1I47QJPO11,58234724747,HW0JIYILDECTC9AUYG,,,,,,4536715,25870,4,0008651109,XX,株式会社田中情報 - Materiais,Wholesale 株式会社,千代田区,038318,723 岡田 Street,JP,4536715258704,02,7721,J,+65365759401,,,,,DE,Logistica Integrada,,株式会社田中情報,,,,,,1,,,,P001,01
700,0000561095,ZSVC,Suministros TY S.L.N.E - Logistica,Suministros TY S.L.N.E - Logistica,,B432JVT,20251128,,,B8AFD38AUY09U0BBD,,ES9300456345,,0010028122,6106,WZQR7E0XFSN9NL,57865355846,,,,,,,8626630,50155,1,0001887800,VAS,Suministros TY S.L.N.E - Logistica,Import,Huelva,96171,Callejón de Octavia Cárdenas 1 Piso,ES,8626630501551,02,2033,S,+85914965041,,,,,,,,SUMINISTRO,,,,,,,,,,P002,02
600,0000561100,ZSVC,Ackermann - Servicos Industriais,Ackermann - Servicos Industriais,,MVMY5FN,20220723,,D25U,DE553404014,,DE5499863019,,0010045857,4983,DE802826281,,,,,,,,5388846,75005,7,0008101312,BY,Ackermann - Servicos Industriais,Packaging AG,Neustadt am Rübenberge,25016,Albrecht-Schleich-Gasse 6-3,DE,5388846750057,02,7283,D,+49494541478,,,,,DE,,,ACKERMANN,,,,,,,,,,P003,02
700,0000561120,ZE01,Coste Rossi S.A. - Servicos Industriais,Coste Rossi S.A. - Servicos Industriais,X,27Z3JL9RB,20170712,,,4DARWY48MFBJSWN,X,,,0010074102,3865,1MMHWZRBAYW,,,,,,X,,7100475,83454,1,0006245885,OCC,Coste Rossi S.A. - Servicos Industr,Chemicals SAS,Launay-la-Forêt,45678,rue de Lebrun,FR,7100475834541,01,1799,F,+71838828069,,,,,,,,COSTEROSSI,,,,,,,,,,P004,01
100,0000561129,ZE01,Melo - Logistica,Melo - Logistica,,IANMFRVC093J,20190225,,,3N1SGK50Q,,,,0010000218,0687,DI8EHNFYHACGYT,,,,,,,,3263558,10675,1,0005014558,XX,Melo - Logistica,Metals S.A.,Serpa,64244,"Alameda da Fonte da Moura, 86",PT,3263558106751,01,9488,P,+90187280685,,,,,FR,,,MELO,+25917455472,,,,,,,,,P001,02
300,0000561187,ZSVC,da Mota - Materiais,da Mota - Materiais,,9ZI02UL36QO,20230316,,,17187224067750,,BR5551592641,,0010015261,0597,17187224067750  ,,,,,,,,9177183,32566,5,0001329836,GO,da Mota - Materiais,Operations,Gonçalves Verde,88251373,"Viela Renan Monteiro, 900",BR,9177183325665,01,6533,P,+5524992925363,,,,,GB,Logistica Integrada,,DAMOTA,,,,Distribuicao Nacional,,,,,,P003,02
600,0000561246,ZOTH,Trüb GmbH - Componentes,Trüb GmbH - Componentes,,2TXGTWMZM8XO,20170805,,,DE302743977,,DE2726220946,,0010010857,5236,DE252941679,,,,,,,,7570841,78615,0,0008181626,BW,Trüb GmbH - Componentes,Distribution,Stadtsteinach,89240,Vogtstr. 539,DE,7570841786150,02,0121,D,+49306875522,,,,,MX,,,TRÜBGMBH,,,,,,,,,,P002,02
100,0000561425,ZOTH,中川銀行株式会社 - Componentes,中川銀行株式会社 - Componentes,,XNPWPTFHCZN,20251214,,,,,,,0010087397,1823,XLD51NXM2OPI8,,,,,,,,9657427,85533,8,0000737950,XX,中川銀行株式会社 - Componentes,Operations,世田谷区,50467,992 山田 Street,JP,9657427855338,02,6160,J,+46998881861,,,,,DE,,,中川銀行株式会社,,,,,,,,,X,P003,01
300,0000561576,ZLIF,Transportes Arribas y asociados S.C - Materiais,Transportes Arribas y asociados S.C - Materiais,,LPEGWR1V2S,20120326,,,,,ES9343300647,0000700774,0010028683,5890,UQBRGKS8I8ECJM,,,BKQFDNDN7S0AZDC2N8,,,,,8007286,89400,4,0007129031,VAS,Transportes Arribas y asociados S.C,Chemicals S.L.,Lugo,57202,Vial de Mario Moraleda 92 Puerta 9,ES,8007286894004,01,7470,S,+31148461485,,,,,GB,,,TRANSPORTE,,,,,,,,,X,P002,02
700,0000561583,ZLIF,Wilson-Lawrence - Logistica,Wilson-Lawrence - Logistica,,O7WWIKO69N9A,20120123,,,R9YYVNHYGRKDDMVB15,,,,0010067933,8823,GB135107630231,17594922478,,,,,,,9658680,80641,5,0004339503,YKS,Wilson-Lawrence - Logistica,Operations,Sheilastad,VJ3500NP,817 Walker Islands,GB,9658680806415,02,1219,E,+82537555759,,,,,US,,,WILSONLAWR,+23599725805,,,,,1,,,,P002,02
700,0000561659,ZOTH,Brito Lda. - Logistica,Brito Lda. - Logistica,X,V6I7KMF9XU84,20201109,,,,,,,0010066993,1298,Y076Y6JGVJE4HLD8,,4XNUYI4EBIS06XTQHE,,,,,,0869557,85510,3,0001771675,XX,Brito Lda. - Logistica,Electronics Lda.,Santarém,69826,"R. Barbosa, 164",PT,0869557855103,01,2962,P,+39301260594,+66939276919,,,,GB,,,BRITOLDA,,,,,,,,,,P004,01
200,0000561660,ZSVC,Golgi Group - Materiais,Golgi Group - Materiais,,1QXZ1YNGSM,20190611,,,LLRMN7LF3OM8M,,IT6032432527,,0010092360,5929,LMZS7CUGR6P52CND,,,,,,,,3020552,09184,7,0009166930,SIC,Golgi Group - Materiais,Systems S.p.A.,Borgo Annunziata,31354,"Strada Legnante, 40 Appartamento 6",IT,3020552091847,01,2114,I,+84106015157,,,,,GB,,,GOLGIGROUP,,,,,,,,,X,P003,01
700,0000561684,ZLIF,Blümel Haering GbR - Servicos Industriais,Blümel Haering GbR - Servicos Industriais,,QXJNIQF,20140329,,,,,DE4059233754,,0010076823,5697,DE432367465,94324518069,,,,,,,5217970,10297,0,0001520279,BE,Blümel Haering GbR - Servicos Indus,Operations,Grafenau,62711,Arzu-Jopich-Allee 5/2,DE,5217970102970,01,1705,D,+49347662377,+49639454358,,,,FR,,,BLÜMELHAER,+49812270123,,,Importacao,333069,,,,,P003,02
300,0000561714,ZE02,"Miller, Baker and Ruiz - Servicos Industriais","Miller, Baker and Ruiz - Servicos Industriais",,RPHFGQI,20200929,,,9GVK7O8OUHZADYJC5O4,,CA3959793312,,0010095814,3769,HCL1FDTF,,,,,,,,2120577,22189,1,0002462868,,"Miller, Baker and Ruiz - Servicos I",Trading Corp.,Riddleton,023485,4285 Sawyer Trafficway,CA,2120577221891,02,3346,E,+12913899872,,,,,BR,,,MILLERBAKE,+17576632078,,,,,,,,,P001,
300,0000561739,ZLIF,"Jackson, Simmons and Leon - Servicos Industriais","Jackson, Simmons and Leon - Servicos Industriais",,L67E7KTA4H,20120917,,,,,CA2272816147,,0010079104,1464,I28OLX81DR43E4GQ,,,,,,,,4313400,04790,0,0005417952,QC,"Jackson, Simmons and Leon - Servico",Pharma Corp.,Briggsshire,068881,1212 Joseph Row,CA,4313400047900,01,2953,E,+19494469823,,,,,DE,Construção e Infraestrutura,,JACKSONSIM,+14424519109,,,,,,,,,P002,02
200,0000561787,ZOTH,Lourenço Araújo e Filhos - Componentes,Lourenço Araújo e Filhos - Componentes,,BG74V8CQ,20191223,,,,,PT5816229614,,0010079783,9689,S6RLUIATYH,88417156133,,,,,,,1794866,76673,1,0004323638,XX,Lourenço Araújo e Filhos - Componen,Foods S.A.,Montijo,078861,"Av de Augusto Gomes, S/N",PT,1794866766731,01,4314,P,+27589643551,,,,,DE,,,LOURENÇOAR,+21921959601,,,,,,,,,P002,02
510,0000561788,ZIMP,Carvalho S/A - Componentes,Carvalho S/A - Componentes,,RMEQH,20240228,,,21649071380037,,BR8918779366,,0010012055,5747,21649071380037  ,,,,,,,,2625814,69917,2,0006722753,BA,Carvalho S/A - Componentes,Foods ME,Vargas,30049909,"Largo de da Costa, 5",BR,2625814699172,01,7236,P,+5529944387101,,,,,BR,,,CARVALHOSA,,,,,186355,,,,,P004,01
400,0000561958,ZSVC,Johnson PLC - Servicos Industriais,Johnson PLC - Servicos Industriais,,NKTEAYB,20150502,,,UUW5M3GM8H,,,,0010020756,4141,80-5871148,,,,,,,,6207827,63893,5,0008864373,CO,Johnson PLC - Servicos Industriais,Procurement,South Matthew,80371,11287 Williams Trafficway,US,6207827638935,02,9738,E,+18832719090,,,,,MX,,,JOHNSONPLC,,,,,,,,,X,P002,
700,0000561994,ZE01,Florentino Corbacho Recio S.L.N.E - Materiais,Florentino Corbacho Recio S.L.N.E - Materiais,,TC5TIPDTX1,20131125,,,ETKSOYO,,,0000466122,0010000851,1998,HQYCH4S18CQ,46989591692,,,,,,,9902471,78414,5,0004381927,CAT,Florentino Corbacho Recio S.L.N.E -,Shared Services,Guadalajara,66880,Vial Timoteo Blazquez 113,ES,9902471784145,02,,S,+82550469881,,X,,,MX,Industria de Embalagens,,FLORENTINO,,,,Servicos Industriais,,1,,,,P003,01
200,0000562016,ZE02,Proyectos Salinas-Ballesteros - Servicos Industriais,Proyectos Salinas-Ballesteros - Servicos Industriais,,DILDLWI877MZ,20240527,,,,,MX0843134373,,0010084029,7708,FBLNYOLI,34756297413,,,,,,,0013407,98475,3,0002844969,NL,Proyectos Salinas-Ballesteros - Ser,Foods S.A. de C.V.,Vieja Uruguay,058920,Retorno Sur Carmona 949 Interior 45,MX,0013407984753,01,5690,S,+71950492142,,,,,MX,,,PROYECTOSS,+65993621441,,,Manufatura Discreta,,,,,X,P001,01
600,0000562017,ZSVC,Hnos Yuste S.A. - Componentes,Hnos Yuste S.A. - Componentes,,QQQ23IB,20180517,,,QYVZRZ,,,,0010098083,8478,KWX51YDJ,,,,,,,,9094121,99232,8,0007269514,,Hnos Yuste S.A. - Componentes,Procurement,Vizcaya,035562,Paseo Susana Vázquez 94,ES,9094121992328,02,3727,S,+28134849115,,,,,MX,,,HNOSYUSTES,,,,Canal Digital,,,,,,P002,02
200,0000562055,ZE02,Meyer - Servicos Industriais,Meyer - Servicos Industriais,,TJ10UGO7L,20260101,,,,,FR0652835826,,0010071406,5406,95E203X67SI5UCM,,,,,,,,7775332,27155,3,0006509795,OCC,Meyer - Servicos Industriais,Regional Hub,Bonnet,31098,avenue Bodin,FR,7775332271553,01,2251,F,+31710964756,,,,,GB,,,MEYER,+66680479500,,,,,,,,,P004,01
300,0000562063,ZIMP,Hood-Willis - Componentes,Hood-Willis - Componentes,,RGL3QC78,20240211,,,FW6M98LL,,US7549116122,,0010016149,0981,24-8913997,,,,,T1CN09ZDOG0D4TW2V0B7,,,6215481,79369,3,0003132061,,Hood-Willis - Componentes,Pharma Corp.,West Russellton,75300,2712 Nelson Keys,US,6215481793693,01,4876,E,+16729130578,,,,,DE,Logistica Integrada,,HOODWILLIS,,,,Canal Digital,,1,,,,P002,02
100,0000562104,ZE02,Pinho Faria e Filhos - Servicos Industriais,Pinho Faria e Filhos - Servicos Industriais,,HT3K8P5Q,20120521,X,,,,,,0010053701,7171,PM7JON0B8KMETS,88224261145,,,,,,,2835727,96134,4,0000793661,XX,Pinho Faria e Filhos - Servicos Ind,Distribution,Lisboa,011720,"Travessa Soares, 21",PT,2835727961344,02,2840,P,+84160377949,,,,,,Farmaceutico e Saude,,PINHOFARIA,,,,,,,,,,P001,02
400,0000562200,ZOTH,"Bettoni, Gagliano e Loredan Group - Servicos Industriais","Bettoni, Gagliano e Loredan Group - Servicos Industriais",,SC8662IYWRD,20190504,,,5EVFSHWBJ,,,,0010106420,3190,5AHJH60UDE,,,,,,,,1662083,10131,8,0001715052,VEN,"Bettoni, Gagliano e Loredan Group -",Trading S.p.A.,Sorradile,030501,"Contrada Baglioni, 525",IT,1662083101318,01,1306,I,+62248500270,,,,,,,,BETTONIGAG,,,Maurilio N,,295953,,,,,P003,02
700,0000562254,ZSVC,Alves - Servicos Industriais,Alves - Servicos Industriais,,7IVL8D03E0L,20210120,,,08913032599031,,BR8431507514,,0010096413,1113,08913032599031  ,14519141619,,,,,,,3717942,57968,4,0007613204,,Alves - Servicos Industriais,Trading LTDA,Araújo da Mata,45567324,"Setor Abreu, 7",BR,3717942579684,01,3299,P,+5562945424338,,X,X,,BR,,,ALVES,,,,Comercio B2C,,,,,,P004,01
100,0000562349,ZE02,Ramos Novais S.A. - Materiais,Ramos Novais S.A. - Materiais,,CMDFOSXYJUWQ,20250404,,,46282190500112,,BR6942606457,,0010006212,4512,46282190500112  ,64863903991,,,,,,,9940852,60085,3,0007051736,SP,Ramos Novais S.A. - Materiais,Procurement,Novais,04183459,"Avenida Cauã Brito, 470",BR,9940852600853,02,4641,P,+5593971334308,,,,,,,,RAMOSNOVAI,,,,Distribuicao Nacional,,,,,,P002,02
812,0000562363,ZOTH,"Martinez, Cooper and Gonzalez - Servicos Industriais","Martinez, Cooper and Gonzalez - Servicos Industriais",,2BJFCQJYVRH,20201117,,,REA38OJG6US,,,,0010007339,2477,69VB8FP5,,,,,,,,4876662,51023,5,0000027737,AB,"Martinez, Cooper and Gonzalez - Ser",Trading Inc.,Francistown,051605,09092 Sarah Spurs,CA,4876662510235,01,4193,E,+19925207038,,,,,MX,Farmaceutico e Saude,,MARTINEZCO,+17355343300,,,Distribuicao Nacional,,1,,,,P002,01
300,0000562374,ZE01,Industrias de Anda y Gallegos - Servicos Industriais,Industrias de Anda y Gallegos - Servicos Industriais,,12H5A,20140620,,,,,MX6506550129,,0010089222,0469,44QB8KE5R2,,,,,,,,0314606,15438,3,0000197460,YUC,Industrias de Anda y Gallegos - Ser,Automotive S. de R.L.,Vieja Guatemala,45519,Cerrada Rosado 886 002,MX,0314606154383,02,4850,S,+87457102305,+37681064934,,,,FR,Logistica Integrada,,INDUSTRIAS,,,,,,,,,,P004,01
300,0000562379,ZIMP,Leroy et Fils - Materiais,Leroy et Fils - Materiais,,UL6VDE2,20161208,,,,,FR3063458173,0000914026,0010064885,5945,YUI8NAC44TFF1PA,,,,,,,,0412485,67347,1,0004992561,HDF,Leroy et Fils - Materiais,Distribution,Lemaîtredan,32621,"22, rue Benjamin Ollivier",FR,0412485673471,01,4850,F,+31825163639,,,,,US,,,LEROYETFIL,,,,,,,,,,P001,01
600,0000562444,ZSVC,Peña-Escamilla y Asociados - Componentes,Peña-Escamilla y Asociados - Componentes,,88LZVYC1HTFU,20180428,,,,,MX4849749478,,0010065985,5499,PB83L27J2ZDRQ6ZG,,,,,,,,8785753,26562,8,0003926603,CMX,Peña-Escamilla y Asociados - Compon,Operations,Nueva Bulgaria,097761,Circuito Islas Marshall 019 977,MX,8785753265628,02,0430,S,+35825492281,,,,,BR,,,PEÑAESCAMI,+89203710533,,,,,,,,,P004,02
300,0000562563,ZOTH,Losekann KGaA - Componentes,Losekann KGaA - Componentes,,X9F8CUWFLVB,20151206,,,DE844163802,,DE9437669300,,0010019242,8298,DE556130857,,,,,,,,8994016,11802,6,0009770610,BY,Losekann KGaA - Componentes,Industrial AG,Forst,32232,Gierschnerplatz 70,DE,8994016118026,01,,D,+49649261570,,,,,DE,Eletroeletronico,,LOSEKANNKG,+49609029207,,,Processos Continuos,,,,,,P001,01
