CompanyCode,Plant,Material,FiscalYear,FiscalPeriod,TipoMaterial,TipoMaterialText,PlantName,ContaContabil,ContaContabilText,ProfitCenter,CompanyCodeCurrency,BaseUnit,EstoqueQuantidade,EstoqueValorTotal,PrecoUnitario_Oficial
US10,P002,RM-003,2023,9,FERT,Produto Acabado,Centro Distribuicao RJ,130300,Estoque Merc. Revenda,PC-2000,GBP,TON,4549.89,5421380.48,1191.541
BR01,P003,RM-002,2023,9,HAWA,Mercadoria Revenda,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-3000,BRL,L,472.999,399780.65,845.204
DE10,P001,SKU-STK-01,2025,8,HAWA,Mercadoria Revenda,Fabrica Matriz SP,130300,Estoque Merc. Revenda,PC-3000,EUR,M,3148.451,2898454.55,920.597
FR01,P001,HALB-2010,2024,6,ROH,Materia Prima,Fabrica Matriz SP,130100,Estoque Prod. Acabado,PC-2000,BRL,KG,1089.184,1406372.9,1291.217
DE10,P004,FERT-3001,2025,9,HALB,Semi-Acabado,Filial Norte,130200,Estoque Matéria Prima,PC-3000,BRL,KG,1029.754,149218.56,144.907
US10,P002,SKU-STK-02,2023,8,ROH,Materia Prima,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-1000,EUR,KG,3543.841,3252289.2,917.73
UK01,P001,MAT-1001,2025,4,HALB,Semi-Acabado,Fabrica Matriz SP,130300,Estoque Merc. Revenda,PC-3000,BRL,L,34.238,37510.98,1095.595
DE10,P001,RM-002,2024,4,HAWA,Mercadoria Revenda,Fabrica Matriz SP,130200,Estoque Matéria Prima,PC-2000,EUR,M,1629.972,1279467.71,784.963
FR01,P003,MAT-1002,2024,2,HAWA,Mercadoria Revenda,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-1000,USD,KG,1929.571,530933.04,275.156
UK01,P001,RM-003,2023,1,HAWA,Mercadoria Revenda,Fabrica Matriz SP,130300,Estoque Merc. Revenda,PC-2000,EUR,KG,4597.035,246980.3,53.726
BR01,P002,SKU-STK-02,2024,6,FERT,Produto Acabado,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-2000,GBP,L,1052.708,317060.91,301.186
BR01,P001,HAWA-4001,2025,3,FERT,Produto Acabado,Fabrica Matriz SP,130200,Estoque Matéria Prima,PC-3000,GBP,PC,701.517,452792.04,645.447
DE10,P003,MAT-1002,2025,12,HALB,Semi-Acabado,Planta Exportacao SC,130200,Estoque Matéria Prima,PC-1000,BRL,TON,859.892,93179.62,108.362
US10,P001,HAWA-4001,2023,11,HAWA,Mercadoria Revenda,Fabrica Matriz SP,130100,Estoque Prod. Acabado,PC-1000,EUR,M,4179.296,576525.52,137.948
UK01,P003,HALB-2010,2024,1,FERT,Produto Acabado,Planta Exportacao SC,130100,Estoque Prod. Acabado,PC-2000,GBP,M,2136.959,2552193.64,1194.311
BR01,P002,HAWA-4001,2025,2,HALB,Semi-Acabado,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-2000,GBP,TON,268.231,192880.89,719.085
US10,P004,RM-002,2024,6,HAWA,Mercadoria Revenda,Filial Norte,130100,Estoque Prod. Acabado,PC-1000,EUR,PC,1839.24,1442990.46,784.558
US10,P004,RM-001,2024,7,HAWA,Mercadoria Revenda,Filial Norte,130100,Estoque Prod. Acabado,PC-1000,USD,TON,758.208,992339.6,1308.796
BR01,P004,MAT-1004,2023,4,ROH,Materia Prima,Filial Norte,130300,Estoque Merc. Revenda,PC-3000,BRL,M,761.497,13617.85,17.883
US10,P002,FERT-3002,2025,11,FERT,Produto Acabado,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-2000,EUR,KG,368.592,328134.97,890.239
DE10,P002,SKU-STK-02,2023,5,ROH,Materia Prima,Centro Distribuicao RJ,130200,Estoque Matéria Prima,PC-2000,EUR,L,1295.511,373481.57,288.289
US10,P001,FERT-3002,2023,7,HALB,Semi-Acabado,Fabrica Matriz SP,130300,Estoque Merc. Revenda,PC-2000,EUR,PC,4463.782,5399524.62,1209.63
DE10,P004,SKU-STK-01,2024,3,HALB,Semi-Acabado,Filial Norte,130100,Estoque Prod. Acabado,PC-2000,GBP,L,3412.661,4989354.75,1462.013
UK01,P002,MAT-1004,2025,10,FERT,Produto Acabado,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-1000,BRL,KG,2642.905,279421.13,105.725
BR01,P004,MAT-1002,2023,1,HAWA,Mercadoria Revenda,Filial Norte,130300,Estoque Merc. Revenda,PC-3000,GBP,TON,4502.388,4907256.24,1089.923
DE10,P002,HAWA-4001,2023,12,ROH,Materia Prima,Centro Distribuicao RJ,130300,Estoque Merc. Revenda,PC-3000,BRL,M,3594.569,3168015.88,881.334
US10,P001,HALB-2020,2025,6,ROH,Materia Prima,Fabrica Matriz SP,130200,Estoque Matéria Prima,PC-1000,BRL,PC,2191.269,2487969.01,1135.401
DE10,P003,RM-003,2024,11,FERT,Produto Acabado,Planta Exportacao SC,130200,Estoque Matéria Prima,PC-2000,GBP,L,2862.133,224293.91,78.366
FR01,P002,FERT-3001,2024,12,HALB,Semi-Acabado,Centro Distribuicao RJ,130200,Estoque Matéria Prima,PC-2000,BRL,TON,3211.321,3809956.19,1186.414
DE10,P004,MAT-1005,2025,4,ROH,Materia Prima,Filial Norte,130100,Estoque Prod. Acabado,PC-1000,USD,L,2641.725,3460966.19,1310.116
UK01,P001,FERT-3002,2024,4,ROH,Materia Prima,Fabrica Matriz SP,130100,Estoque Prod. Acabado,PC-2000,EUR,L,4138.93,3692823.71,892.217
US10,P004,FERT-3001,2023,10,ROH,Materia Prima,Filial Norte,130300,Estoque Merc. Revenda,PC-1000,USD,KG,2603.571,1446301.92,555.507
UK01,P001,SKU-STK-02,2023,3,HAWA,Mercadoria Revenda,Fabrica Matriz SP,130200,Estoque Matéria Prima,PC-2000,BRL,M,2530.715,901152.18,356.086
UK01,P004,FERT-3002,2024,11,HAWA,Mercadoria Revenda,Filial Norte,130200,Estoque Matéria Prima,PC-3000,BRL,L,4015.498,685353.15,170.677
UK01,P001,SKU-STK-01,2024,8,HAWA,Mercadoria Revenda,Fabrica Matriz SP,130100,Estoque Prod. Acabado,PC-1000,EUR,M,4419.495,3471959.69,785.601
DE10,P003,MAT-1001,2025,9,ROH,Materia Prima,Planta Exportacao SC,130200,Estoque Matéria Prima,PC-1000,GBP,KG,3418.245,4874390.02,1425.992
UK01,P003,SKU-STK-02,2024,9,HALB,Semi-Acabado,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-2000,GBP,KG,2666.752,2574122.37,965.265
BR01,P002,MAT-1004,2023,11,HALB,Semi-Acabado,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-2000,GBP,PC,4184.837,933298.16,223.019
US10,P002,HALB-2010,2025,6,FERT,Produto Acabado,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-1000,GBP,M,1846.785,1738024.14,941.108
FR01,P001,HAWA-4001,2024,7,HAWA,Mercadoria Revenda,Fabrica Matriz SP,130300,Estoque Merc. Revenda,PC-3000,EUR,KG,3160.117,2945605.1,932.119
US10,P001,HALB-2010,2023,10,HAWA,Mercadoria Revenda,Fabrica Matriz SP,130300,Estoque Merc. Revenda,PC-2000,USD,L,3909.515,2224654.78,569.036
UK01,P001,RM-001,2024,1,HALB,Semi-Acabado,Fabrica Matriz SP,130200,Estoque Matéria Prima,PC-3000,USD,KG,1256.632,997363.69,793.68
BR01,P003,MAT-1005,2024,10,HAWA,Mercadoria Revenda,Planta Exportacao SC,130100,Estoque Prod. Acabado,PC-3000,USD,PC,2721.113,2044709.61,751.424
UK01,P003,MAT-1001,2023,10,HAWA,Mercadoria Revenda,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-2000,EUR,TON,1319.318,921228.31,698.261
DE10,P001,RM-003,2023,9,ROH,Materia Prima,Fabrica Matriz SP,130300,Estoque Merc. Revenda,PC-1000,USD,TON,3023.684,1805496.14,597.118
DE10,P001,MAT-1001,2025,5,FERT,Produto Acabado,Fabrica Matriz SP,130300,Estoque Merc. Revenda,PC-2000,BRL,TON,2792.342,3149086.03,1127.758
US10,P002,HAWA-4001,2023,4,HAWA,Mercadoria Revenda,Centro Distribuicao RJ,130300,Estoque Merc. Revenda,PC-3000,USD,KG,620.225,861890.71,1389.642
US10,P003,MAT-1001,2023,3,FERT,Produto Acabado,Planta Exportacao SC,130100,Estoque Prod. Acabado,PC-2000,BRL,L,2231.831,1126777.82,504.867
UK01,P004,SKU-STK-01,2023,9,HALB,Semi-Acabado,Filial Norte,130300,Estoque Merc. Revenda,PC-3000,USD,KG,3266.311,623845.8,190.994
UK01,P002,SKU-STK-02,2025,7,HAWA,Mercadoria Revenda,Centro Distribuicao RJ,130200,Estoque Matéria Prima,PC-2000,EUR,TON,4753.818,2946173.95,619.749
FR01,P002,MAT-1003,2024,1,ROH,Materia Prima,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-2000,USD,M,3074.852,1084395.76,352.666
BR01,P004,RM-003,2024,4,HALB,Semi-Acabado,Filial Norte,130300,Estoque Merc. Revenda,PC-1000,USD,M,3866.746,1586723.09,410.351
US10,P003,SKU-STK-01,2023,8,HAWA,Mercadoria Revenda,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-3000,GBP,L,4388.61,6317825.4,1439.596
FR01,P001,HALB-2010,2023,12,HALB,Semi-Acabado,Fabrica Matriz SP,130200,Estoque Matéria Prima,PC-1000,EUR,L,1719.586,750404.98,436.387
US10,P004,HALB-2020,2024,8,HALB,Semi-Acabado,Filial Norte,130300,Estoque Merc. Revenda,PC-1000,BRL,M,2609.668,1685182.67,645.746
US10,P002,FERT-3001,2025,4,HALB,Semi-Acabado,Centro Distribuicao RJ,130100,Estoque Prod. Acabado,PC-1000,GBP,M,3802.325,3286840.0,864.429
BR01,P002,FERT-3002,2025,3,HAWA,Mercadoria Revenda,Centro Distribuicao RJ,130300,Estoque Merc. Revenda,PC-2000,BRL,M,3326.253,4225282.64,1270.283
DE10,P002,RM-002,2024,7,ROH,Materia Prima,Centro Distribuicao RJ,130300,Estoque Merc. Revenda,PC-1000,GBP,PC,4635.476,2756564.61,594.667
BR01,P002,RM-001,2024,7,HALB,Semi-Acabado,Centro Distribuicao RJ,130300,Estoque Merc. Revenda,PC-3000,USD,M,1976.48,736717.11,372.742
DE10,P003,HALB-2010,2024,4,HALB,Semi-Acabado,Planta Exportacao SC,130100,Estoque Prod. Acabado,PC-2000,USD,L,2341.694,2162205.5,923.351
FR01,P002,RM-003,2025,1,ROH,Materia Prima,Centro Distribuicao RJ,130200,Estoque Matéria Prima,PC-2000,EUR,M,2366.001,2904654.25,1227.664
FR01,P003,MAT-1003,2025,5,FERT,Produto Acabado,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-1000,EUR,TON,2917.585,1259057.55,431.541
BR01,P001,RM-003,2025,3,FERT,Produto Acabado,Fabrica Matriz SP,130100,Estoque Prod. Acabado,PC-3000,USD,M,4743.746,2727914.86,575.055
UK01,P001,HAWA-4001,2025,11,HAWA,Mercadoria Revenda,Fabrica Matriz SP,130100,Estoque Prod. Acabado,PC-3000,EUR,L,170.425,101059.64,592.986
DE10,P001,HAWA-4001,2025,4,HALB,Semi-Acabado,Fabrica Matriz SP,130200,Estoque Matéria Prima,PC-1000,USD,KG,3550.696,2504185.17,705.266
UK01,P003,SKU-STK-02,2023,1,HAWA,Mercadoria Revenda,Planta Exportacao SC,130200,Estoque Matéria Prima,PC-3000,GBP,PC,1243.81,470479.84,378.257
DE10,P002,SKU-STK-02,2024,12,HALB,Semi-Acabado,Centro Distribuicao RJ,130200,Estoque Matéria Prima,PC-3000,USD,PC,70.583,59074.23,836.947
US10,P003,MAT-1003,2023,2,FERT,Produto Acabado,Planta Exportacao SC,130200,Estoque Matéria Prima,PC-2000,EUR,M,3706.668,4366973.84,1178.14
DE10,P004,MAT-1005,2023,8,HALB,Semi-Acabado,Filial Norte,130100,Estoque Prod. Acabado,PC-2000,GBP,KG,2779.661,1402255.58,504.47
US10,P001,FERT-3001,2025,7,FERT,Produto Acabado,Fabrica Matriz SP,130200,Estoque Matéria Prima,PC-1000,BRL,TON,2880.722,415394.35,144.198
FR01,P004,FERT-3002,2024,12,FERT,Produto Acabado,Filial Norte,130200,Estoque Matéria Prima,PC-1000,GBP,PC,1039.302,295224.13,284.06
DE10,P001,HAWA-4001,2025,11,HALB,Semi-Acabado,Fabrica Matriz SP,130300,Estoque Merc. Revenda,PC-3000,EUR,TON,413.119,546848.1,1323.706
FR01,P003,RM-003,2023,8,HALB,Semi-Acabado,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-1000,BRL,KG,3267.408,4505981.08,1379.069
UK01,P003,RM-002,2025,4,HALB,Semi-Acabado,Planta Exportacao SC,130300,Estoque Merc. Revenda,PC-1000,USD,TON,3379.969,4267122.98,1262.474
FR01,P001,MAT-1001,2024,7,ROH,Materia Prima,Fabrica Matriz SP,130300,Estoque Merc. Revenda,PC-2000,BRL,PC,3772.912,2019692.61,535.314
US10,P003,MAT-1002,2024,4,FERT,Produto Acabado,Planta Exportacao SC,130100,Estoque Prod. Acabado,PC-1000,GBP,TON,525.581,503767.29,958.496
DE10,P001,HALB-2010,2025,9,HALB,Semi-Acabado,Fabrica Matriz SP,130300,Estoque Merc. Revenda,PC-1000,USD,TON,4675.44,2717337.68,581.194
UK01,P001,HAWA-4001,2024,7,HAWA,Mercadoria Revenda,Fabrica Matriz SP,130300,Estoque Merc. Revenda,PC-3000,GBP,TON,2902.527,2734223.97,942.015
