Client,ProductType,ProductTypeName,Language,MaterialTypeCategory,IndustrySector,MaterialTypeRefProductType,NumberRangeGroup,ExternalNumberRangeIsAllowed,InternalNumberRangeIsAllowed,QuantityIsUpdated,ValueIsUpdated,BatchManagementIsRequired,SplitValuationIsAllowed,NegativeStocksAreAllowed,MaterialLedgerIsActivated,PriceControl,AccountCategoryReference,SerialNumberProfile,DefaultUnitOfMeasure,ProductGroup,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,IsMarkedForDeletion
600,DIEN,Service,P,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,CB9980520010,20230621,CB9980520020,20250904,
700,ERSA,Spare Part,D,07,M,ROH,07,X,X,X,X,X,X,,X,V,0007,SER1,PC,Z002,MM_CUSTOM,20240722,MM_CUSTOM,20231005,
812,FERT,Finished Product,F,01,M,,01,,X,X,X,X,X,,X,S,0001,,PC,Z001,MDG_BATCH,20180823,MDG_BATCH,20241106,
100,HALB,Semi-Finished Product,E,02,M,FERT,02,,X,X,X,,X,,X,V,0002,,EA,Z002,CB9980520010,20190924,CB9980520020,20251207,
200,ROH,Raw Material,P,03,M,,03,X,X,X,X,X,X,,X,V,0003,,KG,ZMAT,MM_CUSTOM,20201025,MM_CUSTOM,20230108,
300,HAWA,Trading Goods,D,04,A,,04,X,X,X,X,X,,,X,V,0004,SER1,PC,Z001,MDG_BATCH,20211126,MDG_BATCH,20240209,
400,NLAG,Non-Stock Material,F,05,M,,05,X,X,,,,,,,,0005,,EA,Z010,CB9980520010,20221227,CB9980520020,20250310,
510,DIEN,Service,E,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20230101,MM_CUSTOM,20230411,
600,ERSA,Spare Part,P,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,EA,Z001,MDG_BATCH,20240202,MDG_BATCH,20240512,
700,FERT,Finished Product,D,01,M,,01,,X,X,X,X,X,,X,S,0001,,EA,ZMAT,CB9980520010,20180303,CB9980520020,20250613,
812,HALB,Semi-Finished Product,F,02,M,FERT,02,,X,X,X,,X,,X,V,0002,SER1,M,ZMAT,MM_CUSTOM,20190404,MM_CUSTOM,20230714,
100,ROH,Raw Material,E,03,M,,03,X,X,X,X,X,X,,X,V,0003,,G,Z020,MDG_BATCH,20200505,MDG_BATCH,20240815,
200,HAWA,Trading Goods,P,04,A,,04,X,X,X,X,,,,X,V,0004,SER1,EA,Z001,CB9980520010,20210606,CB9980520020,20250916,
300,NLAG,Non-Stock Material,D,05,M,,05,X,X,,,,,,,,0005,,EA,Z010,MM_CUSTOM,20220707,MM_CUSTOM,20231017,
400,DIEN,Service,F,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MDG_BATCH,20230808,MDG_BATCH,20241118,
510,ERSA,Spare Part,E,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,PC,ZMAT,CB9980520010,20240909,CB9980520020,20251219,
600,FERT,Finished Product,P,01,M,,01,,X,X,X,X,X,,X,V,0001,SER1,EA,ZMAT,MM_CUSTOM,20181010,MM_CUSTOM,20230120,
700,HALB,Semi-Finished Product,D,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,ZSER,EA,Z002,MDG_BATCH,20191111,MDG_BATCH,20240221,
812,ROH,Raw Material,F,03,M,,03,X,X,X,X,,X,,X,V,0003,,G,Z020,CB9980520010,20201212,CB9980520020,20250322,
100,HAWA,Trading Goods,E,04,A,,04,X,X,X,X,,,X,X,V,0004,,EA,Z010,MM_CUSTOM,20210113,MM_CUSTOM,20230423,
200,NLAG,Non-Stock Material,P,05,M,,05,X,X,,,,,,,,0005,,EA,Z010,MDG_BATCH,20220214,MDG_BATCH,20240524,
300,DIEN,Service,D,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,CB9980520010,20230315,CB9980520020,20250625,
400,ERSA,Spare Part,F,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,EA,Z001,MM_CUSTOM,20240416,MM_CUSTOM,20230726,
510,FERT,Finished Product,E,01,M,,01,,X,X,X,X,X,,X,V,0001,,CS,Z001,MDG_BATCH,20180517,MDG_BATCH,20240827,
600,HALB,Semi-Finished Product,P,02,M,FERT,02,,X,X,X,,X,,X,S,0002,,EA,ZMAT,CB9980520010,20190618,CB9980520020,20250901,
700,ROH,Raw Material,D,03,M,,03,X,X,X,X,X,X,,X,V,0003,,KG,ZMAT,MM_CUSTOM,20200719,MM_CUSTOM,20231002,
812,HAWA,Trading Goods,F,04,A,,04,X,X,X,X,,,,X,V,0004,,EA,Z002,MDG_BATCH,20210820,MDG_BATCH,20241103,
100,NLAG,Non-Stock Material,E,05,M,,05,X,X,,,,,,,,0005,,EA,Z010,CB9980520010,20220921,CB9980520020,20251204,
200,DIEN,Service,P,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20231022,MM_CUSTOM,20230105,
300,ERSA,Spare Part,D,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,EA,Z002,MDG_BATCH,20241123,MDG_BATCH,20240206,
400,FERT,Finished Product,F,01,M,,01,,X,X,X,X,X,,X,V,0001,SER1,EA,Z001,CB9980520010,20181224,CB9980520020,20250307,
510,HALB,Semi-Finished Product,E,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,SER1,EA,Z020,MM_CUSTOM,20190125,MM_CUSTOM,20230408,
600,ROH,Raw Material,P,03,M,,03,X,X,X,X,,X,,X,V,0003,,KG,Z020,MDG_BATCH,20200226,MDG_BATCH,20240509,
700,HAWA,Trading Goods,D,04,A,,04,X,X,X,X,,,,X,V,0004,,EA,Z010,CB9980520010,20210327,CB9980520020,20250610,
812,NLAG,Non-Stock Material,F,05,M,,05,X,X,,,,,,,,0005,,EA,Z010,MM_CUSTOM,20220401,MM_CUSTOM,20230711,
100,DIEN,Service,E,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MDG_BATCH,20230502,MDG_BATCH,20240812,
200,ERSA,Spare Part,P,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,PC,ZMAT,CB9980520010,20240603,CB9980520020,20250913,
300,FERT,Finished Product,D,01,M,,01,,X,X,X,X,X,,X,V,0001,ZSER,EA,Z001,MM_CUSTOM,20180704,MM_CUSTOM,20231014,
400,HALB,Semi-Finished Product,F,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,,M,Z002,MDG_BATCH,20190805,MDG_BATCH,20241115,
510,ROH,Raw Material,E,03,M,,03,X,X,X,X,,X,,X,V,0003,,G,ZMAT,CB9980520010,20200906,CB9980520020,20251216,
600,HAWA,Trading Goods,P,04,A,,04,X,X,X,X,,,,X,V,0004,,PC,Z010,MM_CUSTOM,20211007,MM_CUSTOM,20230117,
700,NLAG,Non-Stock Material,D,05,M,,05,X,X,,,,,,,,0005,,PC,Z010,MDG_BATCH,20221108,MDG_BATCH,20240218,
812,DIEN,Service,F,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,CB9980520010,20231209,CB9980520020,20250319,
100,ERSA,Spare Part,E,07,M,ROH,07,X,X,X,X,X,X,,X,V,0007,SER1,EA,ZMAT,MM_CUSTOM,20240110,MM_CUSTOM,20230420,
200,FERT,Finished Product,P,01,M,,01,,X,X,X,X,X,,X,S,0001,ZSER,EA,ZMAT,MDG_BATCH,20180211,MDG_BATCH,20240521,
300,HALB,Semi-Finished Product,D,02,M,FERT,02,,X,X,X,,X,,X,S,0002,ZSER,EA,ZMAT,CB9980520010,20190312,CB9980520020,20250622,
400,ROH,Raw Material,F,03,M,,03,X,X,X,X,,X,,X,V,0003,,KG,Z020,MM_CUSTOM,20200413,MM_CUSTOM,20230723,
510,HAWA,Trading Goods,E,04,A,,04,X,X,X,X,,,,X,V,0004,SER1,EA,Z002,MDG_BATCH,20210514,MDG_BATCH,20240824,
600,NLAG,Non-Stock Material,P,05,M,,05,X,X,,,,,,,,0005,,EA,ZSRV,CB9980520010,20220615,CB9980520020,20250925,
700,DIEN,Service,D,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20230716,MM_CUSTOM,20231026,
812,ERSA,Spare Part,F,07,M,ROH,07,X,X,X,X,X,X,,X,V,0007,,EA,Z002,MDG_BATCH,20240817,MDG_BATCH,20241127,
100,FERT,Finished Product,E,01,M,,01,,X,X,X,X,X,,X,S,0001,,CS,ZMAT,CB9980520010,20180918,CB9980520020,20251201,
200,HALB,Semi-Finished Product,P,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,,M,Z020,MM_CUSTOM,20191019,MM_CUSTOM,20230102,
300,ROH,Raw Material,D,03,M,,03,X,X,X,X,,X,,X,V,0003,,M,ZMAT,MDG_BATCH,20201120,MDG_BATCH,20240203,
400,HAWA,Trading Goods,F,04,A,,04,X,X,X,X,,,,X,V,0004,,EA,Z001,CB9980520010,20211221,CB9980520020,20250304,
510,NLAG,Non-Stock Material,E,05,M,,05,X,X,,,,,,,,0005,,EA,Z001,MM_CUSTOM,20220122,MM_CUSTOM,20230405,
600,DIEN,Service,P,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MDG_BATCH,20230223,MDG_BATCH,20240506,
700,ERSA,Spare Part,D,07,M,ROH,07,X,X,X,X,X,X,,X,V,0007,,EA,Z001,CB9980520010,20240324,CB9980520020,20250607,
812,FERT,Finished Product,F,01,M,,01,,X,X,X,X,X,,X,S,0001,ZSER,CS,Z001,MM_CUSTOM,20180425,MM_CUSTOM,20230708,
100,HALB,Semi-Finished Product,E,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,SER1,EA,Z002,MDG_BATCH,20190526,MDG_BATCH,20240809,
200,ROH,Raw Material,P,03,M,,03,X,X,X,X,,X,,X,V,0003,,KG,Z020,CB9980520010,20200627,CB9980520020,20250910,
300,HAWA,Trading Goods,D,04,A,,04,X,X,X,X,,,,X,V,0004,,PC,Z010,MM_CUSTOM,20210701,MM_CUSTOM,20231011,
400,NLAG,Non-Stock Material,F,05,M,,05,X,X,,,,,,,,0005,,PC,ZSRV,MDG_BATCH,20220802,MDG_BATCH,20241112,
510,DIEN,Service,E,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,CB9980520010,20230903,CB9980520020,20251213,
600,ERSA,Spare Part,P,07,M,ROH,07,X,X,X,X,X,X,,X,V,0007,SER1,EA,Z002,MM_CUSTOM,20241004,MM_CUSTOM,20230114,
700,FERT,Finished Product,D,01,M,,01,,X,X,X,,X,,X,V,0001,ZSER,EA,Z010,MDG_BATCH,20181105,MDG_BATCH,20240215,
812,HALB,Semi-Finished Product,F,02,M,FERT,02,,X,X,X,,X,,X,V,0002,SER1,M,Z020,CB9980520010,20191206,CB9980520020,20250316,
100,ROH,Raw Material,E,03,M,,03,X,X,X,X,X,X,,X,V,0003,,KG,Z020,MM_CUSTOM,20200107,MM_CUSTOM,20230417,
200,HAWA,Trading Goods,P,04,A,,04,X,X,X,X,,,,X,V,0004,SER1,PC,Z001,MDG_BATCH,20210208,MDG_BATCH,20240518,
300,NLAG,Non-Stock Material,D,05,M,,05,X,X,,,,,,,,0005,,PC,Z010,CB9980520010,20220309,CB9980520020,20250619,
400,DIEN,Service,F,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20230410,MM_CUSTOM,20230720,
510,ERSA,Spare Part,E,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,PC,Z002,MDG_BATCH,20240511,MDG_BATCH,20240821,
600,FERT,Finished Product,P,01,M,,01,,X,X,X,X,X,,X,V,0001,ZSER,EA,Z001,CB9980520010,20180612,CB9980520020,20250922,
700,HALB,Semi-Finished Product,D,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,,M,Z002,MM_CUSTOM,20190713,MM_CUSTOM,20231023,
812,ROH,Raw Material,F,03,M,,03,X,X,X,X,X,X,,X,V,0003,,G,Z030,MDG_BATCH,20200814,MDG_BATCH,20241124,
100,HAWA,Trading Goods,E,04,A,,04,X,X,X,X,,,,X,V,0004,,PC,Z002,CB9980520010,20210915,CB9980520020,20251225,
200,NLAG,Non-Stock Material,P,05,M,,05,X,X,,,,,,,,0005,,PC,Z010,MM_CUSTOM,20221016,MM_CUSTOM,20230126,
300,DIEN,Service,D,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MDG_BATCH,20231117,MDG_BATCH,20240227,
400,ERSA,Spare Part,F,07,M,ROH,07,X,X,X,X,X,X,,X,V,0007,SER1,EA,ZMAT,CB9980520010,20241218,CB9980520020,20250301,
510,FERT,Finished Product,E,01,M,,01,,X,X,X,,X,,X,V,0001,ZSER,EA,Z001,MM_CUSTOM,20180119,MM_CUSTOM,20230402,
600,HALB,Semi-Finished Product,P,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,ZSER,KG,ZMAT,MDG_BATCH,20190220,MDG_BATCH,20240503,
700,ROH,Raw Material,D,03,M,,03,X,X,X,X,X,X,,X,V,0003,,L,Z030,CB9980520010,20200321,CB9980520020,20250604,
812,HAWA,Trading Goods,F,04,A,,04,X,X,X,X,,,,X,V,0004,,PC,Z001,MM_CUSTOM,20210422,MM_CUSTOM,20230705,
100,NLAG,Non-Stock Material,E,05,M,,05,X,X,,,,,,,,0005,,EA,Z010,MDG_BATCH,20220523,MDG_BATCH,20240806,
200,DIEN,Service,P,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,CB9980520010,20230624,CB9980520020,20250907,
300,ERSA,Spare Part,D,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,EA,ZMAT,MM_CUSTOM,20240725,MM_CUSTOM,20231008,
400,FERT,Finished Product,F,01,M,,01,,X,X,X,X,X,,X,S,0001,,CS,Z001,MDG_BATCH,20180826,MDG_BATCH,20241109,
510,HALB,Semi-Finished Product,E,02,M,FERT,02,,X,X,X,,X,,X,S,0002,ZSER,KG,ZMAT,CB9980520010,20190927,CB9980520020,20251210,
600,ROH,Raw Material,P,03,M,,03,X,X,X,X,,X,,X,V,0003,,L,Z020,MM_CUSTOM,20201001,MM_CUSTOM,20230111,
700,HAWA,Trading Goods,D,04,A,,04,X,X,X,X,X,,,X,V,0004,SER1,EA,Z002,MDG_BATCH,20211102,MDG_BATCH,20240212,
812,NLAG,Non-Stock Material,F,05,M,,05,X,X,,,,,,,,0005,,PC,ZSRV,CB9980520010,20221203,CB9980520020,20250313,
100,DIEN,Service,E,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20230104,MM_CUSTOM,20230414,
200,ERSA,Spare Part,P,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,PC,Z001,MDG_BATCH,20240205,MDG_BATCH,20240515,
300,FERT,Finished Product,D,01,M,,01,,X,X,X,,X,,X,V,0001,SER1,CS,Z010,CB9980520010,20180306,CB9980520020,20250616,
400,HALB,Semi-Finished Product,F,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,ZSER,KG,Z020,MM_CUSTOM,20190407,MM_CUSTOM,20230717,
510,ROH,Raw Material,E,03,M,,03,X,X,X,X,X,X,,X,V,0003,,G,Z030,MDG_BATCH,20200508,MDG_BATCH,20240818,
600,HAWA,Trading Goods,P,04,A,,04,X,X,X,X,X,,,X,V,0004,,PC,Z002,CB9980520010,20210609,CB9980520020,20250919,
700,NLAG,Non-Stock Material,D,05,M,,05,X,X,,,,,,,,0005,,EA,ZSRV,MM_CUSTOM,20220710,MM_CUSTOM,20231020,
812,DIEN,Service,F,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MDG_BATCH,20230811,MDG_BATCH,20241121,
100,ERSA,Spare Part,E,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,PC,Z001,CB9980520010,20240912,CB9980520020,20251222,
200,FERT,Finished Product,P,01,M,,01,,X,X,X,,X,,X,S,0001,,CS,Z001,MM_CUSTOM,20181013,MM_CUSTOM,20230123,
300,HALB,Semi-Finished Product,D,02,M,FERT,02,,X,X,X,,X,,X,S,0002,ZSER,EA,ZMAT,MDG_BATCH,20191114,MDG_BATCH,20240224,
400,ROH,Raw Material,F,03,M,,03,X,X,X,X,,X,,X,V,0003,,KG,ZMAT,CB9980520010,20201215,CB9980520020,20250325,
510,HAWA,Trading Goods,E,04,A,,04,X,X,X,X,,,,X,V,0004,,EA,Z010,MM_CUSTOM,20210116,MM_CUSTOM,20230426,
600,NLAG,Non-Stock Material,P,05,M,,05,X,X,,,,,,,,0005,,EA,Z001,MDG_BATCH,20220217,MDG_BATCH,20240527,
700,DIEN,Service,D,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,CB9980520010,20230318,CB9980520020,20250601,
812,ERSA,Spare Part,F,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,PC,Z002,MM_CUSTOM,20240419,MM_CUSTOM,20230702,
100,FERT,Finished Product,E,01,M,,01,,X,X,X,X,X,,X,V,0001,SER1,CS,Z001,MDG_BATCH,20180520,MDG_BATCH,20240803,
200,HALB,Semi-Finished Product,P,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,,EA,Z020,CB9980520010,20190621,CB9980520020,20250904,
300,ROH,Raw Material,D,03,M,,03,X,X,X,X,X,X,,X,V,0003,,G,Z020,MM_CUSTOM,20200722,MM_CUSTOM,20231005,
400,HAWA,Trading Goods,F,04,A,,04,X,X,X,X,,,,X,V,0004,,PC,Z010,MDG_BATCH,20210823,MDG_BATCH,20241106,
510,NLAG,Non-Stock Material,E,05,M,,05,X,X,,,,,,,,0005,,PC,Z001,CB9980520010,20220924,CB9980520020,20251207,
600,DIEN,Service,P,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20231025,MM_CUSTOM,20230108,
700,ERSA,Spare Part,D,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,EA,Z001,MDG_BATCH,20241126,MDG_BATCH,20240209,
812,FERT,Finished Product,F,01,M,,01,,X,X,X,X,X,,X,S,0001,ZSER,PC,Z001,CB9980520010,20181227,CB9980520020,20250310,
100,HALB,Semi-Finished Product,E,02,M,FERT,02,,X,X,X,X,X,,X,V,0002,SER1,EA,ZMAT,MM_CUSTOM,20190101,MM_CUSTOM,20230411,
200,ROH,Raw Material,P,03,M,,03,X,X,X,X,X,X,,X,V,0003,,G,ZMAT,MDG_BATCH,20200202,MDG_BATCH,20240512,
300,HAWA,Trading Goods,D,04,A,,04,X,X,X,X,,,,X,V,0004,SER1,PC,Z010,CB9980520010,20210303,CB9980520020,20250613,
400,NLAG,Non-Stock Material,F,05,M,,05,X,X,,,,,,,,0005,,PC,Z010,MM_CUSTOM,20220404,MM_CUSTOM,20230714,
510,DIEN,Service,E,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MDG_BATCH,20230505,MDG_BATCH,20240815,
600,ERSA,Spare Part,P,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,EA,Z002,CB9980520010,20240606,CB9980520020,20250916,
700,FERT,Finished Product,D,01,M,,01,,X,X,X,,X,,X,V,0001,,CS,Z010,MM_CUSTOM,20180707,MM_CUSTOM,20231017,
812,HALB,Semi-Finished Product,F,02,M,FERT,02,,X,X,X,,X,,X,V,0002,,EA,Z002,MDG_BATCH,20190808,MDG_BATCH,20241118,
100,ROH,Raw Material,E,03,M,,03,X,X,X,X,X,X,,X,V,0003,,G,Z020,CB9980520010,20200909,CB9980520020,20251219,
200,HAWA,Trading Goods,P,04,A,,04,X,X,X,X,,,,X,V,0004,,EA,Z010,MM_CUSTOM,20211010,MM_CUSTOM,20230120,
300,NLAG,Non-Stock Material,D,05,M,,05,X,X,,,,,,,,0005,,EA,Z001,MDG_BATCH,20221111,MDG_BATCH,20240221,
400,DIEN,Service,F,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,CB9980520010,20231212,CB9980520020,20250322,
510,ERSA,Spare Part,E,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,EA,Z002,MM_CUSTOM,20240113,MM_CUSTOM,20230423,
600,FERT,Finished Product,P,01,M,,01,,X,X,X,,X,,X,S,0001,SER1,CS,Z001,MDG_BATCH,20180214,MDG_BATCH,20240524,
700,HALB,Semi-Finished Product,D,02,M,FERT,02,,X,X,X,X,X,,X,V,0002,,KG,ZMAT,CB9980520010,20190315,CB9980520020,20250625,
812,ROH,Raw Material,F,03,M,,03,X,X,X,X,,X,,X,V,0003,,M,Z020,MM_CUSTOM,20200416,MM_CUSTOM,20230726,
100,HAWA,Trading Goods,E,04,A,,04,X,X,X,X,,,,X,V,0004,SER1,EA,Z002,MDG_BATCH,20210517,MDG_BATCH,20240827,
200,NLAG,Non-Stock Material,P,05,M,,05,X,X,,,,,,,,0005,,PC,ZSRV,CB9980520010,20220618,CB9980520020,20250901,
300,DIEN,Service,D,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20230719,MM_CUSTOM,20231002,
400,ERSA,Spare Part,F,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,PC,Z001,MDG_BATCH,20240820,MDG_BATCH,20241103,
510,FERT,Finished Product,E,01,M,,01,,X,X,X,,X,,X,V,0001,,CS,ZMAT,CB9980520010,20180921,CB9980520020,20251204,
600,HALB,Semi-Finished Product,P,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,SER1,M,Z002,MM_CUSTOM,20191022,MM_CUSTOM,20230105,
700,ROH,Raw Material,D,03,M,,03,X,X,X,X,,X,,X,V,0003,,G,Z030,MDG_BATCH,20201123,MDG_BATCH,20240206,
812,HAWA,Trading Goods,F,04,A,,04,X,X,X,X,,,,X,V,0004,SER1,EA,Z002,CB9980520010,20211224,CB9980520020,20250307,
100,NLAG,Non-Stock Material,E,05,M,,05,X,X,,,,,,,,0005,,EA,Z010,MM_CUSTOM,20220125,MM_CUSTOM,20230408,
200,DIEN,Service,P,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MDG_BATCH,20230226,MDG_BATCH,20240509,
300,ERSA,Spare Part,D,07,M,ROH,07,X,X,X,X,X,X,,X,V,0007,,PC,Z001,CB9980520010,20240327,CB9980520020,20250610,
400,FERT,Finished Product,F,01,M,,01,,X,X,X,X,X,,X,V,0001,,EA,Z001,MM_CUSTOM,20180401,MM_CUSTOM,20230711,
510,HALB,Semi-Finished Product,E,02,M,FERT,02,,X,X,X,X,X,,X,V,0002,ZSER,EA,Z020,MDG_BATCH,20190502,MDG_BATCH,20240812,
600,ROH,Raw Material,P,03,M,,03,X,X,X,X,,X,,X,V,0003,,G,Z020,CB9980520010,20200603,CB9980520020,20250913,
700,HAWA,Trading Goods,D,04,A,,04,X,X,X,X,,,,X,V,0004,SER1,PC,Z010,MM_CUSTOM,20210704,MM_CUSTOM,20231014,
812,NLAG,Non-Stock Material,F,05,M,,05,X,X,,,,,,,,0005,,PC,Z001,MDG_BATCH,20220805,MDG_BATCH,20241115,
100,DIEN,Service,E,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,CB9980520010,20230906,CB9980520020,20251216,
200,ERSA,Spare Part,P,07,M,ROH,07,X,X,X,X,X,X,,X,V,0007,SER1,EA,Z002,MM_CUSTOM,20241007,MM_CUSTOM,20230117,
300,FERT,Finished Product,D,01,M,,01,,X,X,X,X,X,,X,S,0001,,CS,ZMAT,MDG_BATCH,20181108,MDG_BATCH,20240218,
400,HALB,Semi-Finished Product,F,02,M,FERT,02,,X,X,X,,X,,X,V,0002,,M,Z002,CB9980520010,20191209,CB9980520020,20250319,
510,ROH,Raw Material,E,03,M,,03,X,X,X,X,X,X,,X,V,0003,,KG,Z020,MM_CUSTOM,20200110,MM_CUSTOM,20230420,
600,HAWA,Trading Goods,P,04,A,,04,X,X,X,X,,,,X,V,0004,SER1,PC,Z002,MDG_BATCH,20210211,MDG_BATCH,20240521,
700,NLAG,Non-Stock Material,D,05,M,,05,X,X,,,,,,,,0005,,EA,Z001,CB9980520010,20220312,CB9980520020,20250622,
812,DIEN,Service,F,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20230413,MM_CUSTOM,20230723,
100,ERSA,Spare Part,E,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,PC,Z001,MDG_BATCH,20240514,MDG_BATCH,20240824,
200,FERT,Finished Product,P,01,M,,01,,X,X,X,X,X,,X,S,0001,,PC,ZMAT,CB9980520010,20180615,CB9980520020,20250925,
300,HALB,Semi-Finished Product,D,02,M,FERT,02,,X,X,X,X,X,,X,V,0002,,KG,ZMAT,MM_CUSTOM,20190716,MM_CUSTOM,20231026,
400,ROH,Raw Material,F,03,M,,03,X,X,X,X,X,X,,X,V,0003,,M,ZMAT,MDG_BATCH,20200817,MDG_BATCH,20241127,
510,HAWA,Trading Goods,E,04,A,,04,X,X,X,X,X,,,X,V,0004,,EA,Z002,CB9980520010,20210918,CB9980520020,20251201,
600,NLAG,Non-Stock Material,P,05,M,,05,X,X,,,,,,,,0005,,PC,Z010,MM_CUSTOM,20221019,MM_CUSTOM,20230102,
700,DIEN,Service,D,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MDG_BATCH,20231120,MDG_BATCH,20240203,
812,ERSA,Spare Part,F,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,PC,ZMAT,CB9980520010,20241221,CB9980520020,20250304,
100,FERT,Finished Product,E,01,M,,01,,X,X,X,,X,,X,S,0001,ZSER,PC,Z001,MM_CUSTOM,20180122,MM_CUSTOM,20230405,
200,HALB,Semi-Finished Product,P,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,ZSER,M,Z020,MDG_BATCH,20190223,MDG_BATCH,20240506,
300,ROH,Raw Material,D,03,M,,03,X,X,X,X,,X,,X,V,0003,,G,ZMAT,CB9980520010,20200324,CB9980520020,20250607,
400,HAWA,Trading Goods,F,04,A,,04,X,X,X,X,,,,X,V,0004,,EA,Z010,MM_CUSTOM,20210425,MM_CUSTOM,20230708,
510,NLAG,Non-Stock Material,E,05,M,,05,X,X,,,,,,,,0005,,PC,Z001,MDG_BATCH,20220526,MDG_BATCH,20240809,
600,DIEN,Service,P,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,CB9980520010,20230627,CB9980520020,20250910,
700,ERSA,Spare Part,D,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,PC,ZMAT,MM_CUSTOM,20240701,MM_CUSTOM,20231011,
812,FERT,Finished Product,F,01,M,,01,,X,X,X,X,X,,X,S,0001,,EA,ZMAT,MDG_BATCH,20180802,MDG_BATCH,20241112,
100,HALB,Semi-Finished Product,E,02,M,FERT,02,,X,X,X,,X,,X,S,0002,ZSER,EA,ZMAT,CB9980520010,20190903,CB9980520020,20251213,
200,ROH,Raw Material,P,03,M,,03,X,X,X,X,,X,,X,V,0003,,G,Z020,MM_CUSTOM,20201004,MM_CUSTOM,20230114,
300,HAWA,Trading Goods,D,04,A,,04,X,X,X,X,,,,X,V,0004,,EA,Z002,MDG_BATCH,20211105,MDG_BATCH,20240215,
400,NLAG,Non-Stock Material,F,05,M,,05,X,X,,,,,,,,0005,,PC,Z001,CB9980520010,20221206,CB9980520020,20250316,
510,DIEN,Service,E,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20230107,MM_CUSTOM,20230417,
600,ERSA,Spare Part,P,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,PC,ZMAT,MDG_BATCH,20240208,MDG_BATCH,20240518,
700,FERT,Finished Product,D,01,M,,01,,X,X,X,X,X,,X,V,0001,,PC,ZMAT,CB9980520010,20180309,CB9980520020,20250619,
