CompanyCode,Plant,Material,FiscalYear,FiscalPeriod,TipoMaterial,TipoMaterialText,PlantName,ContaContabil,ContaContabilText,ProfitCenter,CompanyCodeCurrency,BaseUnit,QtdBruta,ValorTotalCalculado,PrecoUnitarioBruto
FR01,P001,FERT-3002,2023,9,HALB,Produto Semi-Acabado,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-3000,GBP,L,2213.837,1731884.69,782.3
UK01,P002,RM-023,2023,8,HALB,Produto Semi-Acabado,Filial RJ,510110,Consumo de Materia Prima,PC-3000,EUR,M,4611.866,2027878.99,439.709
US10,P002,MAT-1020,2023,7,HALB,Produto Semi-Acabado,Filial RJ,130100,Conta de Estoque Materiais,PC-3000,GBP,PC,2262.799,4709771.74,2081.392
BR01,P002,MAT-1002,2024,8,FERT,Produto Acabado,Filial RJ,510110,Consumo de Materia Prima,PC-2000,USD,KG,194.718,636532.95,3268.999
UK01,P004,FERT-3002,2023,12,HAWA,Mercadoria de Revenda,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-2000,GBP,L,4381.46,2993483.58,683.216
FR01,P002,MAT-1002,2024,3,HAWA,Mercadoria de Revenda,Filial RJ,130100,Conta de Estoque Materiais,PC-1000,EUR,PC,1845.023,2349622.03,1273.492
UK01,P002,RM-005,2025,1,HALB,Produto Semi-Acabado,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-2000,USD,L,1727.572,4612606.87,2669.994
US10,P002,RM-023,2023,9,HALB,Produto Semi-Acabado,Filial RJ,510110,Consumo de Materia Prima,PC-2000,GBP,TON,4549.078,18053329.93,3968.569
BR01,P003,RM-012,2023,9,HAWA,Mercadoria de Revenda,Fabrica Berlim,510110,Consumo de Materia Prima,PC-3000,BRL,L,464.834,1306408.52,2810.484
DE10,P001,MP-ALPHA,2025,8,HAWA,Mercadoria de Revenda,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-3000,EUR,M,3145.111,9632166.63,3062.584
FR01,P001,RM-045,2024,6,ROH,Materia Prima,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-2000,BRL,KG,1082.13,4655181.5,4301.869
DE10,P004,FERT-3001,2025,9,FERT,Produto Acabado,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-3000,BRL,KG,1022.593,479413.07,468.821
US10,P002,SKU-8891,2023,8,ROH,Materia Prima,Filial RJ,130100,Conta de Estoque Materiais,PC-1000,EUR,KG,3541.214,10811322.8,3052.999
UK01,P001,MAT-1001,2025,4,FERT,Produto Acabado,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-3000,BRL,L,25.282,92222.31,3647.746
DE10,P001,RM-012,2024,4,HAWA,Mercadoria de Revenda,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-2000,EUR,M,1623.894,4236819.02,2609.049
FR01,P003,MAT-1002,2024,2,HAWA,Mercadoria de Revenda,Fabrica Berlim,510110,Consumo de Materia Prima,PC-1000,USD,KG,1924.033,1739999.24,904.35
UK01,P001,RM-023,2023,1,HAWA,Mercadoria de Revenda,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-2000,EUR,KG,4596.309,753472.93,163.93
BR01,P002,SKU-8891,2024,6,HALB,Produto Semi-Acabado,Filial RJ,130100,Conta de Estoque Materiais,PC-2000,GBP,L,1045.589,1036587.52,991.391
BR01,P001,HAWA-4001,2025,3,HALB,Produto Semi-Acabado,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-3000,GBP,PC,693.764,1486413.65,2142.535
DE10,P003,MAT-1002,2025,12,FERT,Produto Acabado,Fabrica Berlim,510100,Custo de Mercadoria Vendida (CMV),PC-1000,BRL,TON,852.425,295469.26,346.622
US10,P001,MP-ALPHA,2023,11,HAWA,Mercadoria de Revenda,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-1000,EUR,M,4177.815,1861446.36,445.555
UK01,P003,RM-045,2024,1,HALB,Produto Semi-Acabado,Fabrica Berlim,130100,Conta de Estoque Materiais,PC-2000,GBP,M,2131.795,8479922.37,3977.832
BR01,P002,HAWA-4001,2025,2,FERT,Produto Acabado,Filial RJ,130100,Conta de Estoque Materiais,PC-2000,GBP,TON,259.697,620355.36,2388.766
US10,P004,RM-005,2024,6,HAWA,Mercadoria de Revenda,Centro Distribuicao US,130100,Conta de Estoque Materiais,PC-1000,EUR,PC,1833.539,4781310.48,2607.695
US10,P004,MAT-1020,2024,7,HAWA,Mercadoria de Revenda,Centro Distribuicao US,130100,Conta de Estoque Materiais,PC-1000,USD,TON,750.557,3272915.63,4360.649
BR01,P004,MAT-1005,2023,4,ROH,Materia Prima,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-3000,BRL,M,753.852,33228.29,44.078
US10,P002,FERT-3002,2025,11,HALB,Produto Semi-Acabado,Filial RJ,130100,Conta de Estoque Materiais,PC-2000,EUR,KG,360.239,1066693.62,2961.072
DE10,P002,SKU-8891,2023,5,ROH,Materia Prima,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-2000,EUR,L,1288.829,1222154.01,948.267
US10,P001,FERT-3002,2023,7,FERT,Produto Acabado,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-2000,EUR,PC,4462.815,17980940.48,4029.058
DE10,P004,MP-BETA,2024,3,FERT,Produto Acabado,Centro Distribuicao US,130100,Conta de Estoque Materiais,PC-2000,GBP,L,3409.798,16615867.23,4872.977
UK01,P002,MAT-1005,2025,10,HALB,Produto Semi-Acabado,Filial RJ,130100,Conta de Estoque Materiais,PC-1000,BRL,KG,2638.654,891347.88,337.804
BR01,P004,MAT-1003,2023,1,HAWA,Mercadoria de Revenda,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-3000,GBP,TON,4501.49,16334912.38,3628.779
DE10,P002,HAWA-4001,2023,12,ROH,Materia Prima,Filial RJ,510110,Consumo de Materia Prima,PC-3000,BRL,M,3592.034,10529311.3,2931.295
US10,P001,HALB-2002,2025,6,ROH,Materia Prima,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-1000,BRL,PC,2186.203,8265701.24,3780.848
DE10,P003,RM-023,2024,11,HALB,Produto Semi-Acabado,Fabrica Berlim,510100,Custo de Mercadoria Vendida (CMV),PC-2000,GBP,L,2858.277,704053.65,246.321
FR01,P002,FERT-3002,2024,12,FERT,Produto Acabado,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-2000,BRL,TON,3208.094,12676546.04,3951.426
DE10,P004,MAT-1010,2025,4,ROH,Materia Prima,Centro Distribuicao US,130100,Conta de Estoque Materiais,PC-1000,USD,L,2637.472,11512731.44,4365.063
UK01,P001,FERT-3002,2024,4,ROH,Materia Prima,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-2000,EUR,L,4137.377,12278444.07,2967.688
US10,P004,FERT-3002,2023,10,ROH,Materia Prima,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-1000,USD,KG,2599.249,4787281.21,1841.794
UK01,P001,MP-BETA,2023,3,HAWA,Mercadoria de Revenda,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-2000,BRL,M,2526.262,2968271.96,1174.966
UK01,P004,FERT-3003,2024,11,HAWA,Mercadoria de Revenda,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-3000,BRL,L,4013.722,2227587.61,554.993
UK01,P001,MP-BETA,2024,8,HAWA,Mercadoria de Revenda,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-1000,EUR,M,4418.448,11537385.14,2611.185
DE10,P003,MAT-1001,2025,9,ROH,Materia Prima,Fabrica Berlim,510100,Custo de Mercadoria Vendida (CMV),PC-1000,GBP,KG,3415.392,16231756.36,4752.531
UK01,P003,MP-BETA,2024,9,FERT,Produto Acabado,Fabrica Berlim,510110,Consumo de Materia Prima,PC-2000,GBP,KG,2662.544,8551944.89,3211.945
BR01,P002,MAT-1005,2023,11,FERT,Produto Acabado,Filial RJ,130100,Conta de Estoque Materiais,PC-2000,GBP,PC,4183.367,3053924.84,730.016
US10,P002,RM-045,2025,6,HALB,Produto Semi-Acabado,Filial RJ,130100,Conta de Estoque Materiais,PC-1000,GBP,M,1841.098,5764790.82,3131.17
FR01,P001,HAWA-4001,2024,7,HAWA,Mercadoria de Revenda,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-3000,EUR,KG,3156.798,9789587.32,3101.113
US10,P001,HALB-2001,2023,10,HAWA,Mercadoria de Revenda,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-2000,USD,L,3907.548,7373668.12,1887.032
UK01,P001,MAT-1020,2024,1,FERT,Produto Acabado,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-3000,USD,KG,1249.881,3297432.3,2638.197
BR01,P003,MAT-1015,2024,10,HAWA,Mercadoria de Revenda,Fabrica Berlim,130100,Conta de Estoque Materiais,PC-3000,USD,PC,2717.003,6784090.22,2496.902
UK01,P003,MAT-1001,2023,10,HAWA,Mercadoria de Revenda,Fabrica Berlim,510110,Consumo de Materia Prima,PC-2000,EUR,TON,1312.68,3044282.13,2319.135
DE10,P001,RM-023,2023,9,ROH,Materia Prima,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-1000,USD,TON,3020.119,5982644.33,1980.93
DE10,P001,MAT-1001,2025,5,HALB,Produto Semi-Acabado,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-2000,BRL,TON,2788.36,10471108.79,3755.293
US10,P002,MP-ALPHA,2023,4,HAWA,Mercadoria de Revenda,Filial RJ,510110,Consumo de Materia Prima,PC-3000,USD,KG,612.325,2835667.89,4630.985
US10,P003,MAT-1001,2023,3,HALB,Produto Semi-Acabado,Fabrica Berlim,130100,Conta de Estoque Materiais,PC-2000,BRL,L,2226.838,3724301.94,1672.462
UK01,P004,MP-ALPHA,2023,9,FERT,Produto Acabado,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-3000,USD,KG,3263.184,2032728.68,622.928
UK01,P002,MP-BETA,2025,7,HAWA,Mercadoria de Revenda,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-2000,EUR,TON,4753.374,9775812.74,2056.605
FR01,P002,MAT-1004,2024,1,ROH,Materia Prima,Filial RJ,130100,Conta de Estoque Materiais,PC-2000,USD,M,3071.38,3573639.7,1163.529
BR01,P004,RM-023,2024,4,FERT,Produto Acabado,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-1000,USD,M,3864.703,5242152.71,1356.418
US10,P003,MP-ALPHA,2023,8,HAWA,Mercadoria de Revenda,Fabrica Berlim,510110,Consumo de Materia Prima,PC-3000,GBP,L,4387.507,21051355.11,4798.022
FR01,P001,RM-045,2023,12,FERT,Produto Acabado,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-1000,EUR,L,1713.669,2473640.07,1443.476
US10,P004,HALB-2002,2024,8,FERT,Produto Acabado,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-1000,BRL,M,2605.357,5584676.52,2143.536
US10,P002,FERT-3002,2025,4,FERT,Produto Acabado,Filial RJ,130100,Conta de Estoque Materiais,PC-1000,GBP,M,3800.165,10924600.34,2874.77
BR01,P002,FERT-3003,2025,3,HAWA,Mercadoria de Revenda,Filial RJ,510110,Consumo de Materia Prima,PC-2000,BRL,M,3323.234,14063490.94,4231.869
DE10,P002,RM-012,2024,7,ROH,Materia Prima,Filial RJ,510110,Consumo de Materia Prima,PC-1000,GBP,PC,4634.818,9143267.69,1972.735
BR01,P002,RM-005,2024,7,FERT,Produto Acabado,Filial RJ,510110,Consumo de Materia Prima,PC-3000,USD,M,1971.026,2425660.89,1230.659
DE10,P003,HALB-2001,2024,4,FERT,Produto Acabado,Fabrica Berlim,130100,Conta de Estoque Materiais,PC-2000,USD,L,2336.9,7178477.74,3071.795
FR01,P002,RM-023,2025,1,ROH,Materia Prima,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-2000,EUR,M,2361.25,9655998.94,4089.359
FR01,P003,MAT-1004,2025,5,HALB,Produto Semi-Acabado,Fabrica Berlim,510110,Consumo de Materia Prima,PC-1000,EUR,TON,2913.83,4158836.71,1427.275
BR01,P001,RM-023,2025,3,HALB,Produto Semi-Acabado,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-3000,USD,M,4743.284,9046182.54,1907.156
UK01,P001,HAWA-4001,2025,11,HAWA,Mercadoria de Revenda,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-3000,EUR,L,161.715,318112.16,1967.116
DE10,P001,HAWA-4001,2025,4,FERT,Produto Acabado,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-1000,USD,KG,3548.082,8311587.87,2342.558
UK01,P003,SKU-8891,2023,1,HAWA,Mercadoria de Revenda,Fabrica Berlim,510100,Custo de Mercadoria Vendida (CMV),PC-3000,GBP,PC,1237.036,1545184.14,1249.102
DE10,P002,SKU-8891,2024,12,FERT,Produto Acabado,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-3000,USD,PC,61.692,171681.06,2782.874
US10,P003,MAT-1004,2023,2,HALB,Produto Semi-Acabado,Fabrica Berlim,510100,Custo de Mercadoria Vendida (CMV),PC-2000,EUR,M,3704.335,14534921.5,3923.76
DE10,P004,MAT-1015,2023,8,FERT,Produto Acabado,Centro Distribuicao US,130100,Conta de Estoque Materiais,PC-2000,GBP,KG,2775.656,4638495.89,1671.135
US10,P001,FERT-3001,2025,7,HALB,Produto Semi-Acabado,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-1000,BRL,TON,2876.899,1341941.05,466.454
FR01,P004,FERT-3003,2024,12,HALB,Produto Semi-Acabado,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-1000,GBP,PC,1032.158,964163.56,934.124
DE10,P001,HAWA-4001,2025,11,FERT,Produto Acabado,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-3000,EUR,TON,404.846,1785575.71,4410.506
FR01,P003,RM-045,2023,8,FERT,Produto Acabado,Fabrica Berlim,510110,Consumo de Materia Prima,PC-1000,BRL,KG,3264.283,15001433.62,4595.629
UK01,P003,RM-012,2025,4,FERT,Produto Acabado,Fabrica Berlim,510110,Consumo de Materia Prima,PC-1000,USD,TON,3377.047,14203045.81,4205.759
FR01,P001,MAT-1002,2024,7,ROH,Materia Prima,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-2000,BRL,PC,3770.699,6690245.66,1774.272
US10,P003,MAT-1003,2024,4,HALB,Produto Semi-Acabado,Fabrica Berlim,130100,Conta de Estoque Materiais,PC-1000,GBP,TON,517.511,1650504.04,3189.312
DE10,P001,RM-045,2025,9,FERT,Produto Acabado,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-1000,USD,TON,4674.854,9011650.61,1927.686
UK01,P001,HAWA-4001,2024,7,HAWA,Mercadoria de Revenda,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-3000,GBP,TON,2898.744,9085255.04,3134.204
FR01,P002,RM-023,2023,4,ROH,Materia Prima,Filial RJ,510110,Consumo de Materia Prima,PC-1000,EUR,PC,307.459,916133.74,2979.694
US10,P003,MAT-1004,2025,3,HAWA,Mercadoria de Revenda,Fabrica Berlim,510110,Consumo de Materia Prima,PC-3000,USD,KG,829.599,187303.54,225.776
US10,P002,RM-045,2024,2,HALB,Produto Semi-Acabado,Filial RJ,130100,Conta de Estoque Materiais,PC-3000,GBP,PC,1413.389,4217602.24,2984.035
UK01,P003,MAT-1002,2025,1,FERT,Produto Acabado,Fabrica Berlim,510110,Consumo de Materia Prima,PC-2000,BRL,PC,4779.347,23436995.27,4903.807
DE10,P004,FERT-3002,2024,3,FERT,Produto Acabado,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-3000,GBP,TON,1110.548,2506090.38,2256.625
FR01,P002,HALB-2002,2023,3,HAWA,Mercadoria de Revenda,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-3000,USD,L,1353.08,2515626.04,1859.185
UK01,P003,MAT-1010,2023,8,HAWA,Mercadoria de Revenda,Fabrica Berlim,510100,Custo de Mercadoria Vendida (CMV),PC-1000,BRL,TON,1047.927,3080404.47,2939.522
DE10,P003,MAT-1020,2023,7,FERT,Produto Acabado,Fabrica Berlim,510100,Custo de Mercadoria Vendida (CMV),PC-3000,USD,M,2157.16,8791309.28,4075.409
UK01,P002,RM-012,2024,9,HAWA,Mercadoria de Revenda,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-2000,BRL,PC,3739.201,8562878.73,2290.029
FR01,P003,RM-005,2024,4,HALB,Produto Semi-Acabado,Fabrica Berlim,130100,Conta de Estoque Materiais,PC-3000,BRL,KG,620.161,1273064.64,2052.797
UK01,P004,RM-012,2023,11,HAWA,Mercadoria de Revenda,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-1000,BRL,PC,102.285,127701.9,1248.491
BR01,P001,RM-045,2023,4,HALB,Produto Semi-Acabado,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-2000,USD,PC,5.949,4819.79,810.185
US10,P002,MAT-1005,2023,9,HALB,Produto Semi-Acabado,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-1000,BRL,KG,122.123,574819.89,4706.893
FR01,P004,HALB-2001,2023,5,FERT,Produto Acabado,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-3000,USD,PC,3051.839,15056259.91,4933.504
US10,P004,RM-005,2023,6,FERT,Produto Acabado,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-3000,USD,PC,1920.375,8941813.31,4656.285
US10,P003,SKU-8891,2024,8,HALB,Produto Semi-Acabado,Fabrica Berlim,510100,Custo de Mercadoria Vendida (CMV),PC-3000,GBP,KG,288.948,1333321.36,4614.399
UK01,P003,FERT-3001,2023,4,ROH,Materia Prima,Fabrica Berlim,510100,Custo de Mercadoria Vendida (CMV),PC-3000,GBP,KG,2281.78,1770138.75,775.771
BR01,P002,SKU-8891,2025,8,HAWA,Mercadoria de Revenda,Filial RJ,510110,Consumo de Materia Prima,PC-1000,BRL,L,38.407,30958.62,806.067
DE10,P002,HALB-2001,2024,7,HALB,Produto Semi-Acabado,Filial RJ,510110,Consumo de Materia Prima,PC-1000,GBP,L,1826.558,6368685.35,3486.714
FR01,P003,FERT-3001,2023,11,HAWA,Mercadoria de Revenda,Fabrica Berlim,510110,Consumo de Materia Prima,PC-1000,EUR,KG,2359.486,3795466.82,1608.599
FR01,P001,MAT-1005,2023,9,HAWA,Mercadoria de Revenda,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-2000,BRL,PC,4074.565,3439161.04,844.056
BR01,P003,SKU-8891,2025,3,ROH,Materia Prima,Fabrica Berlim,510110,Consumo de Materia Prima,PC-1000,USD,M,4376.597,3364447.67,768.736
US10,P004,MAT-1020,2023,9,ROH,Materia Prima,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-3000,BRL,TON,785.97,47184.92,60.034
UK01,P003,MAT-1003,2024,5,HAWA,Mercadoria de Revenda,Fabrica Berlim,510110,Consumo de Materia Prima,PC-1000,GBP,PC,2961.302,3809700.22,1286.495
US10,P001,MAT-1004,2023,4,HAWA,Mercadoria de Revenda,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-3000,GBP,L,2346.198,7635492.58,3254.411
FR01,P002,HALB-2002,2025,3,ROH,Materia Prima,Filial RJ,510110,Consumo de Materia Prima,PC-2000,GBP,PC,3550.295,12713389.83,3580.939
DE10,P003,HALB-2001,2023,12,FERT,Produto Acabado,Fabrica Berlim,130100,Conta de Estoque Materiais,PC-2000,GBP,KG,332.698,401641.68,1207.226
UK01,P001,FERT-3003,2024,11,FERT,Produto Acabado,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-2000,BRL,L,4109.582,6363309.65,1548.408
FR01,P004,MAT-1005,2025,8,ROH,Materia Prima,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-2000,USD,PC,4896.237,2405526.13,491.301
DE10,P002,MAT-1002,2023,4,ROH,Materia Prima,Filial RJ,510110,Consumo de Materia Prima,PC-1000,GBP,TON,3872.315,11424630.35,2950.336
DE10,P002,MP-ALPHA,2023,11,HALB,Produto Semi-Acabado,Filial RJ,130100,Conta de Estoque Materiais,PC-3000,GBP,M,3810.603,13303779.16,3491.253
US10,P001,MAT-1015,2025,8,FERT,Produto Acabado,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-2000,BRL,L,1174.127,2309339.91,1966.857
BR01,P001,MAT-1003,2024,8,HALB,Produto Semi-Acabado,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-2000,USD,TON,1335.401,5740277.29,4298.542
BR01,P002,MAT-1010,2025,9,HALB,Produto Semi-Acabado,Filial RJ,130100,Conta de Estoque Materiais,PC-2000,GBP,KG,1151.286,5672198.46,4926.837
FR01,P002,HALB-2002,2025,6,FERT,Produto Acabado,Filial RJ,130100,Conta de Estoque Materiais,PC-2000,USD,TON,1899.217,8777189.58,4621.478
FR01,P001,RM-012,2023,3,ROH,Materia Prima,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-3000,USD,KG,3212.987,14758547.34,4593.404
DE10,P004,FERT-3003,2024,3,ROH,Materia Prima,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-1000,GBP,PC,3073.416,7616471.92,2478.178
BR01,P003,HALB-2001,2025,4,ROH,Materia Prima,Fabrica Berlim,130100,Conta de Estoque Materiais,PC-2000,BRL,L,2210.063,2703205.41,1223.135
US10,P004,MAT-1004,2023,7,FERT,Produto Acabado,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-3000,BRL,M,3658.403,8205223.56,2242.843
BR01,P003,MP-ALPHA,2024,2,ROH,Materia Prima,Fabrica Berlim,510110,Consumo de Materia Prima,PC-2000,GBP,PC,4534.129,7654113.04,1688.111
UK01,P001,MAT-1003,2025,7,ROH,Materia Prima,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-1000,GBP,PC,3296.912,12873828.13,3904.814
BR01,P002,RM-045,2025,3,FERT,Produto Acabado,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-3000,USD,M,4595.517,20101898.88,4374.241
FR01,P001,MAT-1001,2023,2,HAWA,Mercadoria de Revenda,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-1000,GBP,M,418.727,817350.92,1951.99
BR01,P001,SKU-8891,2025,7,ROH,Materia Prima,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-1000,EUR,TON,3804.433,12193538.75,3205.087
US10,P002,MP-BETA,2025,8,ROH,Materia Prima,Filial RJ,130100,Conta de Estoque Materiais,PC-2000,BRL,L,1509.665,1927354.58,1276.677
UK01,P002,MAT-1004,2023,8,ROH,Materia Prima,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-1000,GBP,PC,3366.968,4558144.04,1353.783
US10,P004,RM-012,2024,4,HAWA,Mercadoria de Revenda,Centro Distribuicao US,130100,Conta de Estoque Materiais,PC-1000,EUR,TON,952.907,920360.46,965.845
FR01,P003,RM-005,2023,4,ROH,Materia Prima,Fabrica Berlim,510110,Consumo de Materia Prima,PC-3000,EUR,TON,4505.625,2218952.73,492.485
BR01,P003,MAT-1002,2023,8,FERT,Produto Acabado,Fabrica Berlim,510110,Consumo de Materia Prima,PC-1000,USD,M,3884.758,7316230.78,1883.317
BR01,P001,HAWA-4001,2025,2,HALB,Produto Semi-Acabado,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-3000,USD,KG,3197.833,11754169.23,3675.667
US10,P002,HALB-2001,2023,6,ROH,Materia Prima,Filial RJ,130100,Conta de Estoque Materiais,PC-1000,BRL,KG,1769.939,1097031.2,619.813
BR01,P004,MP-BETA,2025,12,HAWA,Mercadoria de Revenda,Centro Distribuicao US,130100,Conta de Estoque Materiais,PC-1000,BRL,TON,1561.202,7667329.99,4911.171
DE10,P001,FERT-3001,2023,10,ROH,Materia Prima,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-2000,USD,M,481.859,454687.93,943.612
US10,P003,FERT-3001,2023,2,ROH,Materia Prima,Fabrica Berlim,510110,Consumo de Materia Prima,PC-3000,EUR,PC,4922.941,16690640.71,3390.38
UK01,P003,RM-023,2024,10,ROH,Materia Prima,Fabrica Berlim,130100,Conta de Estoque Materiais,PC-1000,BRL,KG,4685.138,6031627.92,1287.396
DE10,P004,FERT-3002,2023,4,HAWA,Mercadoria de Revenda,Centro Distribuicao US,130100,Conta de Estoque Materiais,PC-1000,EUR,KG,4320.508,3099320.73,717.351
US10,P001,FERT-3001,2024,7,HALB,Produto Semi-Acabado,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-1000,EUR,KG,3239.74,6287946.57,1940.88
FR01,P003,FERT-3002,2024,7,FERT,Produto Acabado,Fabrica Berlim,510110,Consumo de Materia Prima,PC-3000,GBP,L,4613.773,21147159.34,4583.485
FR01,P001,MAT-1002,2024,3,ROH,Materia Prima,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-3000,GBP,TON,548.327,261920.45,477.672
FR01,P004,MAT-1004,2023,10,FERT,Produto Acabado,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-1000,BRL,PC,3739.76,6636783.78,1774.655
BR01,P004,HAWA-4001,2023,10,FERT,Produto Acabado,Centro Distribuicao US,130100,Conta de Estoque Materiais,PC-3000,GBP,TON,3799.872,13216201.81,3478.065
US10,P002,HALB-2002,2023,2,HALB,Produto Semi-Acabado,Filial RJ,130100,Conta de Estoque Materiais,PC-2000,USD,KG,2418.075,5313262.8,2197.311
US10,P003,MAT-1003,2024,9,ROH,Materia Prima,Fabrica Berlim,130100,Conta de Estoque Materiais,PC-1000,EUR,M,4770.587,6798272.53,1425.039
UK01,P004,MP-BETA,2024,4,FERT,Produto Acabado,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-2000,USD,M,1500.325,862775.39,575.059
DE10,P003,RM-012,2023,12,HALB,Produto Semi-Acabado,Fabrica Berlim,510110,Consumo de Materia Prima,PC-2000,EUR,KG,4856.824,13431605.05,2765.512
BR01,P002,MAT-1003,2023,1,ROH,Materia Prima,Filial RJ,510110,Consumo de Materia Prima,PC-1000,BRL,TON,1544.434,4366141.17,2827.017
DE10,P002,RM-023,2023,12,ROH,Materia Prima,Filial RJ,130100,Conta de Estoque Materiais,PC-3000,USD,M,1694.139,1933298.91,1141.169
FR01,P002,SKU-8891,2025,7,HAWA,Mercadoria de Revenda,Filial RJ,130100,Conta de Estoque Materiais,PC-3000,EUR,M,2974.218,9543254.33,3208.66
FR01,P001,RM-045,2024,6,HALB,Produto Semi-Acabado,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-1000,BRL,PC,1619.811,853936.82,527.183
BR01,P001,MAT-1005,2024,1,ROH,Materia Prima,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-1000,BRL,L,3194.016,10038009.75,3142.755
US10,P002,FERT-3002,2024,1,FERT,Produto Acabado,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-3000,USD,TON,2895.554,7118247.53,2458.337
DE10,P004,RM-023,2023,6,HAWA,Mercadoria de Revenda,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-1000,GBP,M,133.369,628515.28,4712.604
DE10,P001,MAT-1001,2024,4,HALB,Produto Semi-Acabado,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-1000,BRL,M,310.365,39876.32,128.482
