Client,Product,ProductDescription,Language,ProductType,BaseUnit,PurchaseOrderQuantityUnit,PreferredUnitOfMeasure,ProductGroup,ProductHierarchy,Division,IndustrySector,ItemCategoryGroup,CountryOfOrigin,NetWeight,GrossWeight,WeightUnit,MaterialVolume,VolumeUnit,ValidityStartDate,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,AuthorizationGroup,CrossPlantStatus,Brand,ProductManufacturerNumber,WarehouseProductGroup,WarehouseStorageCondition,ProcurementRule,IsMarkedForDeletion,IsBatchManagementRequired,ProductIsConfigurable,QltyMgmtInProcmtIsActive,QualityInspectionGroup,SerialNumberProfile,SizeOrDimensionText
700,000000005011509018,Manta Plastica Standard 27A P003,EN,HAWA,M,KG,KG,Z020,007005003009004006,10,M,BANS,GB,147.318,176.542,G,2.292,L,20250314,MDG_USER08,20141208,MM_BATCH_03,20170720,ZMM1,,ORGL,,WHSE,04,,,,,,,,
812,000000005011509155,Caixa Arquivo Tecnico 72B P004,PT,NLAG,G,G,G,Z030,006005007006009003,20,A,NORM,BR,394.664,409.043,KG,,,20140430,CB9980520010,20141231,MDG_USER12,20151005,,,,,,,,,,,X,QP01,,
100,000000005011509292,Servico de Corte Alimenticio 34A P001,EN,DIEN,EA,EA,EA,ZMAT,003001008006007005,30,O,LEER,US,390.045,,,1.522,CDM,20200107,CB9980520010,20200222,MDG_USER12,20210103,,ZL,ORGL,,,,,,,,,ZM01,,449mm
200,000000005011509429,Kit de Vedacao Flexivel 49D P002,DE,ERSA,KG,EA,KG,ZSRV,004009002005008008,40,P,LEER,DE,278.243,343.516,KG,2.265,M3,20230717,CB9980520010,20140504,MDG_USER12,20140416,M002,01,,,WA01,04,,,,,,QP01,,
300,000000005011509566,Painel Metalico Alimenticio 44D P003,FR,FERT,PAL,CS,PAL,Z001,006001003006009005,20,P,BANS,FR,53.933,58.862,LB,0.546,L,20190503,MDG_USER08,20250613,MM_BATCH_03,20210901,M001,,PLBL,,WA01,02,,,,,,,,139mm
400,000000005011509703,Placa de Polimero Standard 25B P004,EN,HALB,EA,EA,EA,Z002,005001009001001003,00,A,BANS,GB,222.712,254.735,G,2.031,L,20140415,MM_BATCH_01,20150528,MDG_USER12,20220611,,01,,MFR-109517,WA01,02,,,,,,,,
510,000000005011509840,Papel Kraft Leve 94C P001,PT,ROH,L,KG,L,Z010,001008008006005002,20,P,LUMF,BR,307.466,342.816,KG,0.082,CDM,20170524,MDG_USER08,20210314,MDG_USER12,20220326,ZMM1,,,,WHSE,04,,,,,,ZM01,,
600,000000005011509977,Conector Universal Farmaceutico 13B P002,EN,HAWA,KG,KG,KG,Z020,008009001009005004,00,C,NORM,US,38.494,46.561,KG,0.910,CDM,20170720,MM_BATCH_01,20160606,MM_BATCH_03,20160720,,02,,,,02,X,,X,,,ZM01,ZSER,
700,000000005011510114,Papel Sulfite Industrial 93B P003,DE,NLAG,EA,EA,EA,Z030,001005002002005005,00,O,LEER,DE,303.959,358.391,KG,1.756,L,20230113,MDG_USER08,20201217,MM_BATCH_03,20150513,M002,,0001,,,04,,X,,,,,,
812,000000005011510251,Servico de Inspecao Premium 45A P004,FR,DIEN,EA,EA,EA,ZMAT,007002005001005007,20,A,LUMF,FR,226.380,267.096,LB,1.318,M3,20150627,MM_BATCH_01,20200924,MDG_USER12,20171214,,,ZBX1,,,02,,,,,,,,
100,000000005011510388,Engrenagem Reserva Alta Densidade 85C P0,EN,ERSA,L,L,L,ZSRV,007003003009004003,30,O,LEER,GB,297.308,333.699,KG,1.152,M3,20260322,MDG_USER08,20220919,CB9980520020,20140128,M001,,ORGL,,WHSE,Z1,,,,X,X,,,
200,000000005011510525,Caderno Corporativo Industrial 39C P002,PT,FERT,CS,EA,EA,Z001,003008005001009007,40,A,LEER,BR,158.466,170.068,LB,0.015,M3,20211109,MM_BATCH_01,20240815,MM_BATCH_03,20231001,M002,ZL,,,,02,F,,,,X,,,
300,000000005011510662,Bobina de Papel Premium 16B P003,EN,HALB,CS,CS,CS,Z002,001003007001007003,20,O,BANS,US,410.153,485.034,G,,,20190911,CB9980520010,20140309,MM_BATCH_03,20210609,,02,PLBL,,WA02,02,X,,,,,QP01,,
400,000000005011510799,Celulose Automotivo 53D P004,DE,ROH,KG,KG,KG,Z010,009006003009007007,30,C,VERP,DE,278.325,281.770,KG,1.531,M3,20150307,CB9980520010,20220422,MDG_USER12,20231023,M002,ZL,ZBX1,,,Z1,,,,,,,,436mm
510,000000005011510936,Adesivo Industrial Alimenticio 43B P001,FR,HAWA,M2,M2,M2,Z020,005001007003003003,10,L,BANS,FR,291.900,305.041,G,,,20140301,CB9980520010,20210710,MM_BATCH_03,20230518,ZMM1,01,,MFR-541074,WHSE,Z1,F,,X,,,,,
600,000000005011511073,Material de Escritorio Tecnico 98B P002,EN,NLAG,L,L,L,Z030,001009001002006009,30,C,LEER,GB,364.115,444.022,KG,,,20231205,MM_BATCH_01,20231025,MM_BATCH_03,20250327,ZMM1,02,,,WA01,04,F,,,,,,,
700,000000005011511210,Servico de Inspecao Industrial 72A P003,PT,DIEN,EA,EA,EA,ZMAT,008003003006004004,00,O,BANS,BR,279.506,,,2.162,M3,20150630,MM_BATCH_01,20140518,MDG_USER12,20140426,M002,02,,,,,,,,,,,,
812,000000005011511347,Sensor Reserva Premium 29C P004,EN,ERSA,KG,KG,KG,ZSRV,008007006001005009,30,M,LUMF,US,390.003,404.599,KG,,,20221203,CB9980520010,20201211,CB9980520020,20231008,M001,,0001,MFR-961382,,04,,,,,,,,
100,000000005011511484,Painel Metalico Automotivo 17B P001,DE,FERT,PAL,CS,CS,Z001,003009005002008002,00,P,LUMF,DE,321.083,399.591,KG,0.999,L,20200206,MDG_USER08,20230221,CB9980520020,20141116,ZMM1,ZL,ORGL,,WHSE,,,,,,,ZM01,,
200,000000005011511621,Painel Laminado Reforcado 20B P002,FR,HALB,EA,CS,CS,Z002,006004006009008004,30,C,LUMF,FR,39.277,,,,,20190319,MDG_USER08,20220617,MM_BATCH_03,20250414,M001,,,,,,F,X,X,,,,ZSER,
300,000000005011511758,Papel Reciclado Alimenticio 47B P003,EN,ROH,M2,M2,M2,Z010,008002003001005006,30,O,LUMF,GB,195.766,215.581,G,,,20151109,MM_BATCH_01,20200829,MM_BATCH_03,20230609,ZMM1,02,0001,MFR-167603,,,,,,,,QP01,,
400,000000005011511895,Rolamento Premium 25D P004,PT,HAWA,M2,M2,M2,Z020,008003008006005006,30,M,LUMF,BR,174.864,182.287,KG,1.701,M3,20140221,CB9980520010,20170606,MM_BATCH_03,20190807,M001,ZL,,MFR-671415,WA02,04,X,,,,,QP01,,
510,000000005011512032,Insumo de Apoio Premium 43D P001,EN,NLAG,L,L,L,Z030,008005008004009005,30,L,NORM,US,216.678,249.138,KG,0.645,L,20161128,MM_BATCH_01,20180630,CB9980520020,20170622,M001,01,ORGL,,WA02,02,,,,,,ZM01,,
600,000000005011512169,Servico de Embalagem Farmaceutico 93B P0,DE,DIEN,EA,EA,EA,ZMAT,007009004004008007,10,O,LUMF,DE,105.003,,,,,20230702,MM_BATCH_01,20150324,CB9980520020,20240504,M001,02,ORGL,MFR-262213,,,F,,,,,,,
700,000000005011512306,Engrenagem Reserva Standard 70A P003,FR,ERSA,L,L,L,ZSRV,002001006008001003,20,C,NORM,FR,411.982,456.121,KG,1.810,L,20160730,MDG_USER08,20181209,CB9980520020,20200922,M001,02,,,WA01,,,,,,,ZM01,,
812,000000005011512443,Garrafa PET Standard 63D P004,EN,FERT,EA,EA,EA,Z001,007002002008005005,30,A,VERP,GB,346.385,369.457,G,2.460,M3,20141020,MM_BATCH_01,20150118,MM_BATCH_03,20151128,ZMM1,,,,,04,,,,,,ZM01,,
100,000000005011512580,Painel Laminado Baixa Densidade 72C P001,PT,HALB,PAL,PAL,PAL,Z002,002006008004009002,20,L,NORM,BR,319.898,,,2.351,M3,20190917,MDG_USER08,20170526,MM_BATCH_03,20180828,,02,,,,Z1,,,,,,,,
200,000000005011512717,Latão Reforcado 76A P002,EN,ROH,KG,EA,KG,Z010,001007008001003009,10,A,VERP,US,358.710,420.684,KG,0.518,CDM,20221230,MM_BATCH_01,20250428,CB9980520020,20230717,M002,01,,MFR-663076,,02,X,,,,,,,67mm
300,000000005011512854,Adesivo Industrial Tecnico 37A P003,DE,HAWA,M,EA,EA,Z020,002001001009006005,30,C,VERP,DE,251.207,284.527,G,,,20240313,MM_BATCH_01,20210407,MDG_USER12,20220830,ZMM1,01,,,,04,X,X,X,,,ZM01,,
400,000000005011512991,Material de Escritorio Alta Densidade 51,FR,NLAG,KG,KG,KG,Z030,008005005001008004,30,L,BANS,FR,382.544,401.941,KG,0.281,L,20211223,CB9980520010,20240422,CB9980520020,20161209,,ZL,PLBL,,WHSE,Z1,,,,,,,,218mm
510,000000005011513128,Servico de Pintura Farmaceutico 30C P001,EN,DIEN,EA,EA,EA,ZMAT,007001005008001001,40,C,NORM,GB,144.064,156.610,G,2.482,L,20151001,CB9980520010,20230530,MDG_USER12,20190629,M001,,ZBX1,,,04,F,X,,,,,,
600,000000005011513265,Sensor Reserva Standard 60B P002,PT,ERSA,M,M,M,ZSRV,003001002006003009,30,M,VERP,BR,312.188,381.726,G,0.257,M3,20240707,MDG_USER08,20231108,MDG_USER12,20150110,,,PLBL,,WHSE,04,F,,,,X,ZM01,,
700,000000005011513402,Embalagem Plastica Premium 77B P003,EN,FERT,PAL,EA,PAL,Z001,009003005003004007,30,P,LEER,US,410.101,448.225,LB,,,20220713,CB9980520010,20140106,MM_BATCH_03,20240524,M002,,,,WA01,04,X,,,X,X,,,
812,000000005011513539,Tubo de Aluminio Industrial 38C P004,DE,HALB,PC,CS,CS,Z002,008004003005001004,40,O,BANS,DE,223.029,259.744,LB,1.729,M3,20221016,MDG_USER08,20150212,CB9980520020,20160913,,01,PLBL,,,Z1,X,,,,,,,
100,000000005011513676,Polipropileno Flexivel 17C P001,FR,ROH,G,G,G,Z010,003004007008004006,30,L,LUMF,FR,119.159,139.909,KG,0.929,CDM,20200322,MDG_USER08,20180726,MM_BATCH_03,20210814,M001,02,ORGL,,WA01,04,,,,,,,,
200,000000005011513813,Parafuso Galvanizado Flexivel 34A P002,EN,HAWA,KG,EA,KG,Z020,008004004002002009,10,L,LEER,GB,81.503,94.639,KG,1.481,M3,20231130,CB9980520010,20180130,MM_BATCH_03,20180619,ZMM1,02,,MFR-947691,WA01,04,,,,,X,ZM01,,
300,000000005011513950,Material de Escritorio Tecnico 20C P003,PT,NLAG,M2,KG,KG,Z030,003001002001002003,00,O,NORM,BR,232.384,,,0.482,M3,20180508,MDG_USER08,20151006,MM_BATCH_03,20160629,M002,ZL,ZBX1,,WA02,,X,,,,,ZM01,,
400,000000005011514087,Servico de Inspecao Flexivel 78D P004,EN,DIEN,EA,EA,EA,ZMAT,001002001005009008,40,O,BANS,US,229.284,250.618,LB,0.849,CDM,20150812,CB9980520010,20160712,MM_BATCH_03,20191219,M001,,ZBRN,,,04,,,,,,ZM01,,
510,000000005011514224,Kit de Vedacao Standard 94A P001,DE,ERSA,M,EA,M,ZSRV,005007005005002002,20,A,VERP,DE,67.981,76.175,KG,0.928,M3,20241015,MDG_USER08,20140127,CB9980520020,20220925,M001,,0001,,WHSE,,X,,,,,ZM01,,
600,000000005011514361,Conector de Cobre Tecnico 90B P002,FR,FERT,PAL,PAL,PAL,Z001,007009008007002004,00,P,VERP,FR,261.115,299.098,LB,,,20230808,MDG_USER08,20201007,MDG_USER12,20240315,M001,ZL,,MFR-531302,,,F,,,,,ZM01,,
700,000000005011514498,Bobina de Papel Premium 10D P003,EN,HALB,PAL,PAL,PAL,Z002,002009006003007005,00,O,LUMF,GB,362.094,414.777,KG,0.693,CDM,20150726,MM_BATCH_01,20250908,CB9980520020,20220307,,02,,MFR-434241,,,X,,,,,ZM01,,
812,000000005011514635,Papel Reciclado Reforcado 33C P004,PT,ROH,M2,EA,EA,Z010,006001009002004001,20,C,NORM,BR,218.314,,,,,20180323,MM_BATCH_01,20260107,MM_BATCH_03,20260122,M002,,,,,,,,,,,ZM01,,
100,000000005011514772,Valvula de Metal Alta Densidade 34C P001,EN,HAWA,M2,M2,M2,Z020,008001002005008005,10,M,LUMF,US,334.869,,,,,20210508,MM_BATCH_01,20161221,CB9980520020,20170131,,,0001,MFR-408553,,Z1,X,,,,,,,244mm
200,000000005011514909,Etiqueta Adesiva Tecnico 69D P002,DE,NLAG,M,M,M,Z030,004004003006007007,30,L,LEER,DE,185.959,226.822,KG,0.462,M3,20170409,MDG_USER08,20220202,MDG_USER12,20180810,ZMM1,,,,WA01,02,X,,,,X,,,
300,000000005011515046,Servico de Embalagem Alta Densidade 95B ,FR,DIEN,EA,EA,EA,ZMAT,009006007008002009,20,M,BANS,FR,319.190,397.605,LB,,,20171224,MM_BATCH_01,20150628,MDG_USER12,20240718,M002,,ZBRN,,,Z1,X,,,,,ZM01,,25mm
400,000000005011515183,Kit de Vedacao Alta Densidade 89D P004,EN,ERSA,EA,EA,EA,ZSRV,009003006006009008,30,M,LEER,GB,402.419,495.633,G,,,20151223,MM_BATCH_01,20230925,MM_BATCH_03,20230123,M001,,,,WHSE,04,X,,,,,ZM01,,
510,000000005011515320,Painel Metalico Alimenticio 44B P001,PT,FERT,CS,EA,EA,Z001,003004002007003008,00,M,NORM,BR,144.215,150.863,G,,,20190115,MM_BATCH_01,20241220,CB9980520020,20140212,M001,,,,,,X,,,,,,,473mm
600,000000005011515457,Placa de Polimero Standard 09C P002,EN,HALB,EA,CS,CS,Z002,004009002008003005,40,L,LEER,US,106.530,112.303,LB,,,20201231,CB9980520010,20140715,MDG_USER12,20150814,,ZL,0001,,,04,,,,,X,,,327mm
700,000000005011515594,Tecido Tecnico Standard 31B P003,DE,ROH,M2,M2,M2,Z010,006006008001008008,00,P,VERP,DE,117.704,,,2.334,L,20190822,MDG_USER08,20241210,CB9980520020,20190114,M002,01,,,,,F,,,,,QP01,,427mm
812,000000005011515731,Adesivo Industrial Industrial 78C P004,FR,HAWA,KG,KG,KG,Z020,004002009005007001,40,P,LEER,FR,312.350,373.053,KG,,,20230301,MM_BATCH_01,20220131,MM_BATCH_03,20250214,ZMM1,,,,WA02,,,,,,,ZM01,,
100,000000005011515868,Pano de Limpeza Leve 77A P001,EN,NLAG,EA,KG,KG,Z030,001008003006001001,40,M,BANS,GB,413.607,462.037,LB,,,20150626,MDG_USER08,20161028,MDG_USER12,20200129,,01,,,WA02,,,,,,,QP01,,488mm
200,000000005011516005,Servico de Corte Flexivel 45D P002,PT,DIEN,EA,EA,EA,ZMAT,005009001007004007,00,P,LEER,BR,224.934,260.698,KG,,,20170201,CB9980520010,20240531,MM_BATCH_03,20160409,ZMM1,01,ZBX1,,WA01,Z1,,,,,X,QP01,,
300,000000005011516142,Peca de Reposicao Automotivo 12A P003,EN,ERSA,KG,EA,EA,ZSRV,004003001002006006,00,P,NORM,US,398.576,464.984,KG,2.093,L,20240422,CB9980520010,20210322,MDG_USER12,20180629,M001,01,,,,04,,,,,X,QP01,,
400,000000005011516279,Embalagem Plastica Baixa Densidade 68B P,DE,FERT,CS,CS,CS,Z001,007003001004003005,30,O,VERP,DE,35.718,39.192,LB,1.221,CDM,20250608,MDG_USER08,20151220,MDG_USER12,20160716,ZMM1,ZL,,MFR-879248,,02,F,,,,,QP01,,
510,000000005011516416,Tubo de Aluminio Premium 38A P001,FR,HALB,PC,EA,PC,Z002,006004003006005005,10,M,LUMF,FR,263.477,307.430,G,0.367,M3,20200520,MM_BATCH_01,20190810,MM_BATCH_03,20211005,ZMM1,,PLBL,,WHSE,Z1,X,,X,,,,SERI,159mm
600,000000005011516553,Vidro Temperado Flexivel 70C P002,EN,ROH,EA,EA,EA,Z010,004002005006007004,30,A,NORM,GB,31.999,,,1.661,L,20180516,CB9980520010,20250714,MM_BATCH_03,20150714,M001,01,,,,Z1,F,,X,,,,ZSER,
700,000000005011516690,Valvula de Metal Alta Densidade 44C P003,PT,HAWA,G,EA,EA,Z020,007005003001007005,00,P,LUMF,BR,348.983,382.254,KG,2.236,M3,20240429,MM_BATCH_01,20250413,MDG_USER12,20160715,,02,PLBL,,WA02,04,X,,,,,QP01,,
812,000000005011516827,Papel Sulfite Baixa Densidade 18B P004,EN,NLAG,EA,EA,EA,Z030,003004002002002008,20,A,LEER,US,24.612,25.370,KG,1.265,CDM,20160308,MM_BATCH_01,20180828,MM_BATCH_03,20220623,,,,,,02,X,,,,X,ZM01,,
100,000000005011516964,Servico de Corte Industrial 95C P001,DE,DIEN,EA,EA,EA,ZMAT,002009003001001003,30,O,BANS,DE,329.271,367.677,LB,2.377,L,20230817,MDG_USER08,20241130,MDG_USER12,20250121,ZMM1,ZL,,,,04,X,,,,,,,
200,000000005011517101,Engrenagem Reserva Standard 95A P002,FR,ERSA,M2,EA,EA,ZSRV,009002002005007002,10,A,LUMF,FR,237.304,263.383,G,2.208,CDM,20190529,MDG_USER08,20170929,MM_BATCH_03,20170327,M002,ZL,ZBRN,,,Z1,,,,,,,,
300,000000005011517238,Painel Metalico Flexivel 32B P003,EN,FERT,CS,CS,CS,Z001,002006007006005003,00,C,NORM,GB,380.558,470.554,KG,0.494,M3,20260410,MM_BATCH_01,20190807,MM_BATCH_03,20210304,ZMM1,ZL,,,,Z1,X,,X,,,ZM01,,
400,000000005011517375,Placa de Polimero Alta Densidade 33B P00,PT,HALB,PAL,CS,CS,Z002,001002001002001004,30,M,NORM,BR,380.100,,,,,20250919,CB9980520010,20240924,MM_BATCH_03,20170825,ZMM1,,ZBX1,,,04,,,,,,ZM01,,
510,000000005011517512,Granulado PVC Standard 68A P001,EN,ROH,L,KG,KG,Z010,006007002009004003,10,P,VERP,US,39.515,41.532,KG,1.995,CDM,20210308,MDG_USER08,20240331,MM_BATCH_03,20200514,ZMM1,ZL,,,WA02,Z1,F,,X,,X,ZM01,,
600,000000005011517649,Adesivo Industrial Baixa Densidade 23C P,DE,HAWA,M2,M2,M2,Z020,002003004001006004,30,L,LEER,DE,216.495,,,1.235,CDM,20161118,MM_BATCH_01,20180421,CB9980520020,20220214,M001,01,,,,Z1,,,,,,QP01,,
700,000000005011517786,Insumo de Apoio Standard 88A P003,FR,NLAG,KG,KG,KG,Z030,007007007002007005,10,M,LEER,FR,185.426,225.370,KG,1.441,L,20210404,MM_BATCH_01,20150607,CB9980520020,20250924,M002,ZL,ORGL,,WHSE,04,F,,,,,QP01,,
812,000000005011517923,Servico de Inspecao Tecnico 71C P004,EN,DIEN,EA,EA,EA,ZMAT,002004002009001004,00,C,NORM,GB,217.059,225.805,KG,0.981,L,20240419,MM_BATCH_01,20240220,MDG_USER12,20170905,ZMM1,ZL,,,WA01,Z1,X,,,,,ZM01,,211mm
100,000000005011518060,Engrenagem Reserva Baixa Densidade 51B P,PT,ERSA,G,G,G,ZSRV,005009008006006008,10,C,LUMF,BR,223.000,260.738,KG,2.397,CDM,20240211,MDG_USER08,20160824,CB9980520020,20190318,M002,,ZBX1,MFR-529189,,Z1,,,,X,,,,
200,000000005011518197,Painel Metalico Flexivel 13C P002,EN,FERT,CS,CS,CS,Z001,001001006007003004,30,L,VERP,US,107.772,,,,,20171009,CB9980520010,20140627,MDG_USER12,20220130,M001,01,,,,Z1,,,,,X,QP01,,
300,000000005011518334,Filme Plastico Tecnico 80B P003,DE,HALB,EA,CS,EA,Z002,008008006007004007,20,M,LUMF,DE,351.542,376.403,G,1.313,CDM,20140407,MM_BATCH_01,20160114,MM_BATCH_03,20190911,M002,ZL,,,,,F,,,X,,QP01,,40mm
400,000000005011518471,Polietileno Farmaceutico 93B P004,FR,ROH,M2,KG,M2,Z010,007003004001001008,30,M,BANS,FR,303.025,335.287,G,2.477,CDM,20160820,MM_BATCH_01,20250718,MM_BATCH_03,20140223,M001,02,,,WHSE,02,F,,,,,,,
510,000000005011518608,Rolamento Leve 56A P001,EN,HAWA,G,G,G,Z020,004004008002009006,30,A,NORM,GB,415.972,479.560,KG,0.499,L,20190710,MM_BATCH_01,20150920,CB9980520020,20180707,ZMM1,,,MFR-526692,,04,F,,X,X,,QP01,,
600,000000005011518745,Insumo de Apoio Industrial 36A P002,PT,NLAG,M,KG,KG,Z030,006001006004008002,40,P,VERP,BR,221.777,222.494,KG,2.103,M3,20171006,MM_BATCH_01,20230201,MDG_USER12,20260119,M001,ZL,,,,02,X,,,,,,,
700,000000005011518882,Servico de Transporte Tecnico 67B P003,EN,DIEN,EA,EA,EA,ZMAT,003002009009005006,20,L,LUMF,US,254.472,,,,,20150907,CB9980520010,20170921,MM_BATCH_03,20150514,,,0001,,WA02,,,,,,,,,189mm
812,000000005011519019,Kit de Vedacao Standard 17B P004,DE,ERSA,EA,EA,EA,ZSRV,004001009007008008,20,A,NORM,DE,165.914,192.830,G,0.589,L,20170924,CB9980520010,20190329,MM_BATCH_03,20181116,ZMM1,02,ZBX1,,WA01,02,,,,,,QP01,,
100,000000005011519156,Suporte de Aco Tecnico 79B P001,FR,FERT,PC,PC,PC,Z001,002007005001009009,10,O,LUMF,FR,34.582,,,0.265,L,20210608,MDG_USER08,20220404,MM_BATCH_03,20151123,M002,02,,,WHSE,02,F,,,,,ZM01,,
200,000000005011519293,Tubo de Aluminio Premium 70C P002,EN,HALB,CS,CS,CS,Z002,009004004007008001,00,L,BANS,GB,106.938,126.569,KG,0.980,M3,20220117,MM_BATCH_01,20171109,MM_BATCH_03,20200123,ZMM1,01,,MFR-480918,WA01,Z1,,,,X,,ZM01,,
300,000000005011519430,Tecido Tecnico Alta Densidade 72C P003,PT,ROH,KG,EA,KG,Z010,009001001007009005,10,L,VERP,BR,116.122,124.487,KG,1.785,CDM,20200519,MDG_USER08,20251020,CB9980520020,20211223,M002,,,,WA02,,,,X,,,,SERI,
400,000000005011519567,Conector Universal Automotivo 39A P004,EN,HAWA,EA,EA,EA,Z020,002001008001006009,10,A,LEER,US,121.085,,,2.132,CDM,20160704,MM_BATCH_01,20150920,MDG_USER12,20181128,ZMM1,01,,MFR-412221,,02,,,,,X,QP01,,
510,000000005011519704,Etiqueta Adesiva Industrial 23D P001,DE,NLAG,L,KG,L,Z030,008005008008005003,20,P,BANS,DE,206.782,257.957,KG,,,20151204,CB9980520010,20230401,CB9980520020,20140925,,ZL,0001,,,,,,,,,ZM01,,
600,000000005011519841,Servico de Montagem Tecnico 31D P002,FR,DIEN,EA,EA,EA,ZMAT,002004005009008002,00,L,BANS,FR,156.244,170.740,LB,,,20170325,MM_BATCH_01,20241231,CB9980520020,20241204,,ZL,,,,Z1,,,,,,ZM01,,
700,000000005011519978,Kit de Vedacao Baixa Densidade 35B P003,EN,ERSA,L,EA,EA,ZSRV,009003008004001002,30,O,LEER,GB,49.614,52.830,KG,0.784,CDM,20230418,MM_BATCH_01,20151030,MM_BATCH_03,20200822,M001,,,,,,X,,,,,,,
812,000000005011520115,Conector de Cobre Reforcado 10B P004,PT,FERT,PC,EA,PC,Z001,007007008005001008,40,O,LEER,BR,197.879,243.313,LB,0.944,CDM,20201223,CB9980520010,20160327,MDG_USER12,20170821,M001,01,ZBX1,,,Z1,,,,,,QP01,,
100,000000005011520252,Chapa de Aco Reforcado 45D P001,EN,HALB,PAL,CS,PAL,Z002,005009004007002008,40,M,LUMF,US,233.140,285.200,LB,,,20170202,MDG_USER08,20220401,MDG_USER12,20200906,,,ZBRN,MFR-111354,WA01,,,,,,,QP01,,
200,000000005011520389,Cobre Standard 85B P002,DE,ROH,EA,KG,EA,Z010,009007003005002008,20,P,VERP,DE,165.253,,,,,20140505,CB9980520010,20240403,CB9980520020,20150503,M001,02,,MFR-699049,,02,F,,,,,ZM01,,
300,000000005011520526,Filtro de Ar Standard 90C P003,FR,HAWA,EA,EA,EA,Z020,007002006005006005,10,L,VERP,FR,390.134,414.861,LB,0.403,M3,20140301,MM_BATCH_01,20191113,CB9980520020,20190528,M002,01,0001,,,02,,,,,,,,
400,000000005011520663,Pano de Limpeza Standard 26D P004,EN,NLAG,M2,M2,M2,Z030,007003001009008006,00,M,NORM,GB,170.048,183.023,G,0.620,M3,20241117,MM_BATCH_01,20210207,CB9980520020,20230620,M001,,,,,Z1,,,,X,,,,
510,000000005011520800,Servico de Inspecao Flexivel 67D P001,PT,DIEN,EA,EA,EA,ZMAT,001005009002008008,10,M,VERP,BR,394.332,421.758,LB,1.572,M3,20231003,MM_BATCH_01,20180718,MDG_USER12,20250409,ZMM1,,,,WA02,04,F,,,,,,,
600,000000005011520937,Rolamento Reserva Baixa Densidade 82A P0,EN,ERSA,G,G,G,ZSRV,002002005008006003,20,M,BANS,US,400.460,433.105,KG,0.434,M3,20170514,CB9980520010,20190913,MDG_USER12,20150419,,,,,WA02,,F,,,,,,,
700,000000005011521074,Embalagem Plastica Leve 22A P003,DE,FERT,EA,EA,EA,Z001,005001009007007008,10,L,VERP,DE,331.460,337.253,LB,,,20180310,MM_BATCH_01,20240226,MDG_USER12,20150821,,01,,,,04,,,X,,,,,
812,000000005011521211,Painel Laminado Premium 81D P004,FR,HALB,PAL,EA,PAL,Z002,001001007008007006,40,C,VERP,FR,317.037,320.061,KG,2.174,CDM,20201102,MM_BATCH_01,20180621,MM_BATCH_03,20181018,ZMM1,02,,,,Z1,F,,,,X,ZM01,,
100,000000005011521348,Resina Epoxi Reforcado 84D P001,EN,ROH,L,L,L,Z010,004004005006007006,20,M,LUMF,GB,393.463,437.401,KG,0.112,CDM,20231218,MDG_USER08,20191123,MDG_USER12,20230716,,01,PLBL,,,04,,,,,,,,
200,000000005011521485,Rolamento Reforcado 45C P002,PT,HAWA,M,KG,M,Z020,005002001003006005,00,O,VERP,BR,318.445,332.674,KG,0.097,CDM,20250404,MM_BATCH_01,20170124,MDG_USER12,20240814,,02,ORGL,,,Z1,X,,,,,ZM01,,
300,000000005011521622,Insumo de Apoio Industrial 23A P003,EN,NLAG,EA,KG,EA,Z030,003008001004002008,40,L,LUMF,US,173.737,173.786,LB,,,20220715,CB9980520010,20240708,CB9980520020,20200524,ZMM1,,PLBL,,WA02,Z1,,,,,X,ZM01,,
400,000000005011521759,Servico de Transporte Industrial 51C P00,DE,DIEN,EA,EA,EA,ZMAT,001009006003003005,10,C,BANS,DE,174.156,,,,,20160413,MM_BATCH_01,20140915,CB9980520020,20200704,M002,ZL,ZBRN,,,02,X,,,,,ZM01,,
510,000000005011521896,Kit de Vedacao Industrial 34B P001,FR,ERSA,EA,KG,EA,ZSRV,006005003003009001,20,O,BANS,FR,154.345,,,,,20210821,MM_BATCH_01,20160220,MDG_USER12,20200416,ZMM1,01,,,,Z1,,,,X,,QP01,,
600,000000005011522033,Painel Metalico Premium 35B P002,EN,FERT,CS,EA,CS,Z001,003007007004008002,30,A,NORM,GB,253.520,282.610,LB,,,20140815,MM_BATCH_01,20220726,MDG_USER12,20141212,,02,ZBX1,,WHSE,Z1,X,,,,,,,
700,000000005011522170,Tubo de Aluminio Automotivo 26D P003,PT,HALB,PAL,EA,EA,Z002,007005001004008009,20,O,BANS,BR,236.878,277.777,G,,,20200625,CB9980520010,20221115,MM_BATCH_03,20170728,M002,01,,,,,,,,,X,,,
812,000000005011522307,Celulose Reforcado 05C P004,EN,ROH,L,L,L,Z010,005001003002004003,10,L,LEER,US,231.446,282.322,KG,1.080,M3,20140715,MDG_USER08,20180505,MM_BATCH_03,20201028,M001,01,,,,Z1,X,,,,,,,
100,000000005011522444,Valvula de Metal Standard 10B P001,DE,HAWA,M,KG,KG,Z020,008006005006008001,30,P,VERP,DE,375.061,458.623,KG,1.544,L,20170515,CB9980520010,20231129,CB9980520020,20140608,M001,,,MFR-407910,WA01,02,,,X,,,QP01,,
